Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,Loudness_dB
Tom's Diner,Suzanne Vega,1984,228306,4,0.8704453441295547,0.43938461248912936,6,0.7269356642777249,0,0.05210526315789474,0.020480944257976162,0.014893617021276596,0.03466856445709638,0.7330637007077856,99.144,57,Folk,-12.264
Left Of Center,Suzanne Vega,1985,215200,4,0.6619433198380567,0.6335978003053953,11,0.7159161522846846,0,0.032,0.3564250566516633,0.0,0.06516876779178528,0.7451971688574318,142.919,36,Folk,-12.796
Marlene On The Wall,Suzanne Vega,1985,219173,4,0.6153846153846154,0.37030878795653993,6,0.6691246530510793,0,0.035789473684210524,0.5993971881497874,0.0,0.08773891825945505,0.33367037411526795,112.554,43,Folk,-15.055
Small Blue Thing,Suzanne Vega,1985,234653,4,0.3937246963562753,0.22214614982866696,8,0.6291685653921041,1,0.035263157894736843,0.7620479538634076,0.0003009118541033435,0.1032940219601464,0.22143579373104147,130.772,33,Folk,-16.984
Book Of Dreams,Suzanne Vega,1986,203306,4,0.714574898785425,0.5805395582731163,4,0.73178259248519,1,0.029894736842105262,0.4608428321715183,0.003394123606889565,0.0931272875152501,0.8766430738119313,116.045,23,Folk,-12.03
99.9 F,Suzanne Vega,1987,196266,4,0.8481781376518218,0.46841648077094233,11,0.6867724429346701,1,0.0848421052631579,0.07098300299498293,0.5471124620060791,0.06974379829198861,0.9868554095045501,138.778,33,Folk,-14.203
Gypsy,Suzanne Vega,1987,244066,4,0.444331983805668,0.21413735857851166,9,0.6160777165582667,1,0.03442105263157894,0.6375498368974267,1.0536980749746708e-06,0.27816185441236274,0.5025278058645096,74.987,37,Folk,-17.616
Luka,Suzanne Vega,1987,231933,4,0.6376518218623481,0.6976681303066375,6,0.7602841874145574,1,0.032736842105263154,0.18975822264881792,0.0002613981762917933,0.10532736884912566,0.8048533872598586,124.956,61,Folk,-10.654
Blood Makes Noise,Suzanne Vega,1992,148106,4,0.6062753036437247,0.7517274712451858,11,0.724698620489664,1,0.03705263157894737,0.0005261049458884999,0.6676798378926039,0.07147214314762097,0.9150657229524773,87.861,37,Folk,-12.372
Breaths,Sweet Honey In The Rock,1988,248640,3,0.4008097165991903,0.02252702791854619,7,0.4168979659472224,1,0.04021052631578947,0.9688754707585049,2.198581560283688e-06,0.7000813338755592,0.26188068756319516,110.466,22,Folk,-27.232
Ella's Song,Sweet Honey In The Rock,1988,350200,4,0.4817813765182186,0.11402746795157045,1,0.5761009155308836,0,0.2526315789473684,0.8975902586247577,0.0,0.13887759251728343,0.4438827098078868,198.631,21,Folk,-19.546
"Oh My Goodness,Look At This Mess!",Sweet Honey In The Rock,1988,199906,4,0.5334008097165992,0.4714197774897505,2,0.779464766560338,1,0.28526315789473683,0.9046183781309018,0.0,0.49267995119967467,0.9019211324570273,79.257,40,Folk,-9.728
We Are the Ones,Sweet Honey In The Rock,1988,171293,4,0.34311740890688264,0.35128790873742105,9,0.7835245867683003,1,0.031157894736842107,0.908634446420127,0.0,0.14192761285075234,0.3427704752275026,74.299,16,Folk,-9.532
Talking Union,The Almanac Singers,1941,179133,4,0.6892712550607288,0.5094615359279882,8,0.7486639877376859,1,0.08905263157894736,0.9789156414815678,1.0739614994934145e-06,0.28121187474583165,0.6784630940343782,110.272,16,Folk,-11.215
Which Side are You On?,The Almanac Singers,1941,131466,4,0.5020242914979757,0.26319120498571286,7,0.7256721488048388,0,0.04294736842105263,0.9969879487830812,3.1813576494427555e-05,0.06496543310288735,0.7280080889787665,176.134,33,Folk,-12.325
I'll Feel a Whole Lot Better,The Byrds,1965,151906,4,0.4058704453441296,0.8888780214040953,9,0.8288454368449397,1,0.032,0.04869382398978313,0.0,0.326962179747865,0.9666329625884732,135.09,2,Folk,-7.344
Mr. Tambourine Man,The Byrds,1965,149466,4,0.46153846153846156,0.4704186785834811,2,0.7828617589792453,1,0.03094736842105263,0.5150597540760584,3.80952380952381e-05,0.4387962586417243,0.6461071789686552,120.336,61,Folk,-9.564
Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,1965,229360,4,0.4564777327935223,0.8188010979652364,2,0.8126890094867227,1,0.04621052631578947,0.13554130074427787,2.958459979736576e-05,0.04026026840178935,0.763397371081901,124.532,62,Folk,-8.124
Eight Miles High,The Byrds,1966,214640,4,0.3694331983805668,0.7707483504643047,9,0.7636397530966486,1,0.08042105263157893,0.21084258116725016,0.13779128672745697,0.4987799918666125,0.37411526794742167,130.603,49,Folk,-10.492
My Back Pages,The Byrds,1966,188240,4,0.5647773279352227,0.5244780195220293,4,0.7628940718339616,1,0.03568421052631579,0.10943685686431413,0.0,0.1602277348515657,0.7350859453993933,123.243,48,Folk,-10.528
So You Want to Be a Rock 'N' Roll Star,The Byrds,1967,126160,4,0.37449392712550605,0.6836527456188659,2,0.8118811881188119,1,0.040736842105263155,0.0036134574432303648,6.403242147922999e-06,0.4459129727531517,0.7360970677451972,154.044,36,Folk,-8.163
Hickory Wind,The Byrds,1968,211173,3,0.4493927125506073,0.40935164530104695,7,0.740212933427234,1,0.029789473684210522,0.2761036908671595,0.007598784194528876,0.16327775518503454,0.5500505561172903,105.172,34,Folk,-11.623
Ballad of Easy Rider,The Byrds,1969,124266,4,0.41599190283400805,0.6355999981179341,2,0.7397572393222587,1,0.07021052631578946,0.6626502637050842,0.05258358662613982,0.2649450996339976,0.763397371081901,97.123,41,Folk,-11.645
Chestnut Mare,The Byrds,1970,307173,4,0.39473684210526316,0.5955560418671575,2,0.7824889183479018,1,0.04157894736842105,0.10240873735817005,0.0,0.1002440016266775,0.301314459049545,123.163,26,Folk,-9.582
Away We Go Again,The Chieftains,1995,382626,4,0.451417004048583,0.3452813152998046,7,0.6424665479100211,1,0.08473684210526315,0.6646582978496968,0.048024316109422496,0.3198454656364376,0.2679474216380182,106.516,9,Folk,-16.342
The Foggy Dew (with Sinéad O'Connor),The Chieftains,1995,320773,4,0.2611336032388664,0.3172505459242611,4,0.7194374249140396,0,0.039999999999999994,0.4989954809191576,0.000254305977710233,0.10227734851565677,0.16279069767441862,90.675,48,Folk,-12.626
The Rocky Road to Dublin (with The Rolling Stones),The Chieftains,1995,304546,3,0.4493927125506073,0.8418263728094328,7,0.801296656862339,1,0.03821052631578947,0.29317198109636655,0.39614994934143877,0.2903619357462383,0.7755308392315471,127.13,22,Folk,-8.674
"Mo Ghile Mear (""Our Hero"") (with Sting)",The Chieftains,2002,199653,3,0.19129554655870445,0.43137582123897406,9,0.764116160570032,1,0.040842105263157895,0.6997988953804171,0.0,0.09922732818218788,0.525783619817998,73.136,32,Folk,-10.469
O'Sullivan's March,The Chieftains,2002,238133,4,0.444331983805668,0.40534724967596936,11,0.7658975102531174,0,0.11263157894736842,0.6917667588019667,0.09098277608915908,0.09516063440422935,0.34175935288169873,85.851,18,Folk,-10.383
"Beer,Beer,Beer",The Clancy Brothers,1960,120000,4,0.7085020242914979,0.6335978003053953,2,0.7382451634284768,1,0.34210526315789475,0.7730921416587768,0.0,0.08326555510370068,0.8513650151668352,128.115,40,Folk,-11.718
"Irish Rover (with Tommy Makem) - Live at Gate of Horn,Chicago,IL - 1961",The Clancy Brothers,1961,131306,4,0.7520242914979757,0.38132087592550346,7,0.7406064874269854,1,0.07336842105263157,0.6877506905127416,0.0,0.6197641317608784,0.5399393326592519,131.403,8,Folk,-11.604
The Irish Rover,The Clancy Brothers,1961,137626,4,0.7661943319838057,0.494445052333947,10,0.7856580637143212,1,0.06726315789473683,0.2479912128425832,0.0,0.24766165107767388,0.8291203235591507,132.886,20,Folk,-9.429
The Leaving Of Liverpool,The Clancy Brothers,1961,235066,4,0.4908906882591093,0.08439494032599586,0,0.6020340527776628,1,0.033473684210526315,0.3142563396147988,1.8034447821681864e-06,0.1470109800732005,0.6147623862487361,150.967,13,Folk,-18.294
The Parting Glass (with Tommy Makem),The Clancy Brothers,1961,131493,5,0.26720647773279355,0.03764362140321431,3,0.41751936699946146,1,0.06084210526315789,0.9618473512523608,0.0011246200607902736,0.870882472549817,0.35490394337714865,167.098,32,Folk,-27.202
The Rising of the Moon,The Clancy Brothers,1961,148773,4,0.638663967611336,0.09510669862307856,0,0.6765193255727247,1,0.054315789473684206,0.9789156414815678,0.17831813576494426,0.1622610817405449,0.3933265925176947,91.258,18,Folk,-14.698
Tim Finnegan's Wake (with Tommy Makem),The Clancy Brothers,1961,189440,4,0.6700404858299596,0.3983395573320835,0,0.6084137702473176,1,0.5947368421052631,0.9106424805647396,0.0,0.7204148027653517,0.5116279069767442,122.114,26,Folk,-17.986
"Wild Rover (Live at New York,1984)",The Clancy Brothers,1984,254200,4,0.42611336032388664,0.6125747232737375,5,0.6631384895811757,1,0.06336842105263157,0.8092367562618036,0.0,0.8413989426596177,0.37411526794742167,78.92,9,Folk,-15.344
A Pub with No Beer,The Dubliners,1961,147373,3,0.29959514170040485,0.5855450528044635,7,0.7543394506814698,1,0.05463157894736842,0.5773088125590488,0.3708206686930091,0.225294835298902,0.9494438827098078,163.861,30,Folk,-10.941
Black Velvet Band,The Dubliners,1967,269480,3,0.4180161943319838,0.4794285687399058,7,0.7566593479431625,1,0.0368421052631579,0.7841363294541461,0.0,0.3574623830825539,0.897876643073812,167.813,47,Folk,-10.829
Molly Malone,The Dubliners,1967,178560,3,0.4959514170040486,0.324258238268147,0,0.8093127304362235,1,0.028736842105263158,0.844377353792524,0.0,0.11244408296055305,0.3852376137512639,110.958,44,Folk,-8.287
Seven Drunken Nights,The Dubliners,1967,196506,5,0.5718623481781376,0.4854351621775223,9,0.7503003438419156,1,0.056736842105263155,0.564256590619067,2.0668693009118543e-06,0.20801138674257827,0.9282103134479273,117.781,45,Folk,-11.136
The Parting Glass,The Dubliners,1967,111666,4,0.6912955465587045,0.24216812795405518,9,0.7688388085670492,0,0.0871578947368421,0.8534135074432806,0.0,0.30154534363562424,0.6511627906976745,83.197,25,Folk,-10.241
The Rocky Road to Dublin - Live,The Dubliners,1967,154986,3,0.6325910931174089,0.8368208782780858,11,0.8480674427275363,0,0.4031578947368421,0.8704817976724877,0.00220871327254306,0.6827978853192356,0.930232558139535,142.749,50,Folk,-6.416
The Wild Rover,The Dubliners,1967,249093,3,0.29858299595141696,0.6786472510875188,7,0.8214300509548863,1,0.26210526315789473,0.8303211147802357,0.0,0.42354615697437986,0.7735085945399394,177.859,42,Folk,-7.702
Whiskey in the Jar,The Dubliners,1967,178533,4,0.5576923076923077,0.834818680465547,0,0.8724677907121257,1,0.0491578947368421,0.7981925684664344,0.14994934143870314,0.30154534363562424,0.6683518705763398,108.145,51,Folk,-5.238
I'll Tell Me Ma,The Dubliners,1968,150133,4,0.5222672064777328,0.5855450528044635,9,0.7597042130991343,1,0.04157894736842105,0.6124494100897693,1.2664640324214793e-05,0.2832452216348109,0.8948432760364005,121.697,0,Folk,-10.682
Blood On the Coal,The Folksmen,2003,187400,4,0.6143724696356275,0.4904406567088693,9,0.7694602096192883,0,0.03442105263157894,0.6797185539342913,0.0,0.15514436762911754,0.763397371081901,115.72,16,Folk,-10.211
Never Did No Wanderin',The Folksmen,2003,184000,4,0.6578947368421053,0.4353802168640517,2,0.7501346368946519,1,0.030736842105263156,0.6435739393312645,0.0,0.08784058560390402,0.788675429726997,133.726,18,Folk,-11.144
Old Joe's Place,The Folksmen,2003,129693,4,0.6366396761133604,0.6175802178050847,0,0.7988110526533825,1,0.054210526315789466,0.6074293247282377,0.0,0.13684424562830416,0.8159757330637007,109.05,20,Folk,-8.794
The Fields Of Athenry,The High Kings,2008,246880,4,0.5708502024291497,0.4113538431135858,5,0.8516922821989312,1,0.027999999999999997,0.8012046196833532,0.0,0.15717771451809678,0.4125379170879676,124.914,30,Folk,-6.241
The Parting Glass,The High Kings,2008,253040,1,0.29251012145748984,0.25518241373555756,3,0.7706615849869506,1,0.03063157894736842,0.11546095929815192,0.0,0.11447742984953233,0.37108190091001014,92.472,43,Folk,-10.153
Against the Wind,The Highwaymen,1980,228160,4,0.728744939271255,0.4243681288950882,4,0.6116450557189611,1,0.03757894736842105,0.5120477028591395,2.6139817629179332e-05,0.059780398535990244,0.5884732052578362,110.811,54,Folk,-17.83
Desperados Waiting for a Train,The Highwaymen,1985,276613,4,0.6143724696356275,0.20012197389073988,2,0.6005219768838809,1,0.04326315789473684,0.6696783832112283,0.0,0.07584383895892638,0.14964610717896865,146.649,44,Folk,-18.367
Highwayman,The Highwaymen,1985,182653,4,0.6781376518218624,0.35128790873742105,2,0.632109863706036,1,0.048736842105263155,0.4819271906899505,0.01783181357649443,0.10431069540463603,0.45500505561172905,101.384,68,Folk,-16.842
"Jim,I Wore a Tie Today",The Highwaymen,1985,201480,4,0.6862348178137653,0.22314724873493635,0,0.5823149260532748,1,0.03705263157894737,0.742971629489588,0.0003059777102330294,0.1470109800732005,0.3134479271991911,74.316,31,Folk,-19.246
Silver Stallion,The Highwaymen,1985,192426,4,0.6325910931174089,0.5234769206157599,1,0.6775757073615312,0,0.032736842105263154,0.5281119760160403,0.05714285714285715,0.24359495729971534,0.731041456016178,148.03,57,Folk,-14.647
The Last Cowboy Song,The Highwaymen,1985,190560,3,0.6032388663967612,0.17609560014027398,2,0.5598202079622188,1,0.04757894736842105,0.7319274416942186,0.0,0.15311102074013827,0.5075834175935289,126.303,47,Folk,-20.332
The Road Goes On Forever,The Highwaymen,1985,281400,4,0.7226720647773279,0.6335978003053953,2,0.7756535067732715,1,0.04842105263157894,0.5993971881497874,1.2462006079027357e-05,0.04747864985766572,0.679474216380182,111.583,51,Folk,-9.912
"Me and Bobby McGee - Live at Nassau Coliseum,Uniondale,NY - March 1990",The Highwaymen,1990,298600,4,0.5394736842105263,0.9008912082793282,7,0.8219893119019015,1,0.052947368421052625,0.3524089883624381,0.0004224924012158055,0.8322488816592111,0.7583417593528817,149.369,45,Folk,-7.675
A Worried Man - Remastered,The Kingston Trio,1961,207333,4,0.6234817813765182,0.2982296667051422,2,0.6246116243423505,1,0.04494736842105263,0.7911644489602903,8.966565349544073e-05,0.10837738918259454,0.5915065722952477,100.04,25,Folk,-17.204
El Matador,The Kingston Trio,1961,147093,4,0.5607287449392713,0.36430219451892343,5,0.7863208915033764,0,0.02894736842105263,0.8564255586601995,0.00032522796352583587,0.23139487596583977,0.44994944388270985,81.978,18,Folk,-9.397
Greenback Dollar,The Kingston Trio,1961,172200,4,0.7085020242914979,0.32225604045560813,7,0.6859853349351672,1,0.08147368421052631,0.8674697464555688,0.0,0.11244408296055305,0.8564206268958544,143.505,37,Folk,-14.241
M.T.A.,The Kingston Trio,1961,193386,4,0.72165991902834,0.5485043932724952,9,0.798541778864079,1,0.04789473684210526,0.2620474518548714,0.0,0.18767791785278568,0.9110212335692619,144.623,34,Folk,-8.807
Reverend Mr. Black,The Kingston Trio,1961,184200,4,0.5799595141700404,0.3092417546741058,5,0.6494262396950993,1,0.05284210526315789,0.9106424805647396,0.0,0.3493289955266369,0.6582406471183013,93.044,24,Folk,-16.006
Scotch And Soda,The Kingston Trio,1961,153293,4,0.5495951417004049,0.04385043462208467,0,0.5718339616388417,1,0.0431578947368421,0.8032126538279658,0.0,0.10837738918259454,0.3437815975733064,102.493,32,Folk,-19.752
Sloop John B,The Kingston Trio,1961,211893,4,0.5789473684210525,0.0747843908258095,2,0.5706118729027715,1,0.06084210526315789,0.8022086367556596,1.9351570415400205e-05,0.1073607157381049,0.5631951466127402,142.721,30,Folk,-19.811
The Tijuana Jail - 1990 Digital Remaster,The Kingston Trio,1961,170906,4,0.4564777327935223,0.26319120498571286,7,0.6999461452421394,1,0.03294736842105263,0.7981925684664344,0.0,0.09719398129320861,0.6268958543983822,155.891,28,Folk,-13.567
Tom Dooley,The Kingston Trio,1961,183973,4,0.6568825910931174,0.1440604351396528,4,0.6912672438791996,1,0.044,0.8092367562618036,4.609929078014184e-06,0.09414396095973972,0.46309403437815977,125.74,41,Folk,-13.986
Where Have All The Flowers Gone? - Remastered,The Kingston Trio,1961,184293,4,0.6123481781376519,0.12503955592053398,10,0.5474336136542525,1,0.035789473684210524,0.9166665829985774,4.4275582573454915e-06,0.1958113054087027,0.6299292214357938,130.907,42,Folk,-20.93
There's A Meeting Here Tonight - Performed Live On The Ed Sullivan Show 12/18/60,The Limeliters,1960,113346,4,0.6325910931174089,0.8478329662470494,4,0.7733128961431708,1,0.4936842105263157,0.9126505147093522,0.0017325227963525837,0.7051647010980073,0.32558139534883723,120.472,1,Folk,-10.025
America the Beautiful / This Land Is Your Land,The Limeliters,1962,229426,4,0.3066801619433198,0.2591868093606352,5,0.6656240937901321,1,0.04536842105263158,0.5622485564744544,0.0,0.6990646604310695,0.5743174924165824,180.271,4,Folk,-15.224
Take My True Love by the Hand,The Limeliters,1962,180600,4,0.631578947368421,0.20312527060954813,6,0.7527652346824641,1,0.036421052631578944,0.9327308561554782,4.346504559270517e-06,0.07696217974786498,0.3437815975733064,117.078,40,Folk,-11.017
California Dreamin' - Single Version,The Mamas & The Papas,1965,162373,4,0.5587044534412956,0.6085703276486599,1,0.7782633911926757,0,0.03631578947368421,0.3534130054347444,0.0,0.04158194387962587,0.6440849342770476,112.367,80,Folk,-9.786
I Call Your Name,The Mamas & The Papas,1966,158933,4,0.4129554655870445,0.43037472233270463,2,0.7471726252123121,1,0.036,0.8263050464910106,0.0,0.14294428629524197,0.627906976744186,107.455,47,Folk,-11.287
Look Through My Window,The Mamas & The Papas,1966,187480,4,0.3674089068825911,0.4343791179577823,10,0.821720038112598,1,0.028736842105263158,0.6104413759451567,0.0,0.326962179747865,0.37613751263902934,105.264,32,Folk,-7.688
"Monday,Monday - Single Version",The Mamas & The Papas,1966,208293,4,0.4939271255060729,0.4644120851458647,1,0.7842702680309872,1,0.029894736842105262,0.7449796636342005,0.0,0.5668971126474176,0.7168857431749242,109.853,64,Folk,-9.496
Words Of Love - Single Version,The Mamas & The Papas,1966,135893,4,0.4493927125506073,0.7046758226505234,10,0.8426198268362401,0,0.04768421052631579,0.6024092393667062,0.0,0.2263115087433916,0.6016177957532861,115.942,40,Folk,-6.679
Creeque Alley - Single Version,The Mamas & The Papas,1967,228680,4,0.6224696356275303,0.7547307679639941,4,0.8545300136708232,1,0.03989473684210527,0.7238953051157683,0.0,0.06567710451403008,0.7947421638018201,145.299,49,Folk,-6.104
Dedicated To The One I Love,The Mamas & The Papas,1967,178733,4,0.4008097165991903,0.45239889827063173,7,0.798500352127263,1,0.0343157894736842,0.817268892840254,0.0,0.18259455063033753,0.3104145601617796,103.264,61,Folk,-8.809
Dream A Little Dream Of Me,The Mamas & The Papas,1968,192840,4,0.5546558704453441,0.2341593367038999,7,0.6384688678072828,1,0.04463157894736842,0.8955822244801451,1.0233029381965553e-06,0.09922732818218788,0.3437815975733064,132.244,34,Folk,-16.535
Everybody Loves Saturday Night,The New Christy Minstrels,1963,190400,4,0.5303643724696356,0.8228054935903141,4,0.7855959236090974,1,0.08736842105263158,0.4407624907253923,0.0,0.4215128100854006,0.6420626895854399,110.924,10,Folk,-9.432
"Green,Green",The New Christy Minstrels,1963,127346,4,0.6356275303643725,0.783762636245807,5,0.7672645925680435,1,0.04052631578947368,0.47289103703919383,0.0,0.08113054087027247,0.9069767441860466,140.475,28,Folk,-10.317
"Ride,Ride,Ride",The New Christy Minstrels,1963,102080,4,0.6174089068825911,0.6816505478063271,2,0.7725465015120759,1,0.038947368421052626,0.5722887271975173,0.0,0.5099633997559984,0.8442871587462083,77.213,14,Folk,-10.062
The Little Drummer Boy,The New Christy Minstrels,1963,180053,4,0.5748987854251012,0.5244780195220293,2,0.7449562947926592,1,0.07936842105263157,0.6967868441634982,1.894630192502533e-05,0.12769418462789753,0.13953488372093026,144.499,0,Folk,-11.394
This Land Is Your Land,The New Christy Minstrels,1963,135773,4,0.5738866396761133,0.5545109867101117,6,0.7713865528812296,1,0.032842105263157895,0.5742967613421299,3.7689969604863225e-06,0.1754778365189101,0.8564206268958544,115.411,12,Folk,-10.118
Today,The New Christy Minstrels,1963,163800,3,0.4200404858299595,0.24216812795405518,0,0.6534860599030614,1,0.029473684210526315,0.9076304293478208,0.0,0.08499389995933306,0.3680485338725986,98.759,31,Folk,-15.81
Bowling Green,The New Lost City Ramblers,1963,110520,4,0.49291497975708504,0.3172505459242611,11,0.5665934794316252,1,0.03726315789473684,0.6967868441634982,0.0003161094224924012,0.17242781618544123,0.4782608695652174,141.126,26,Folk,-20.005
Charley He's a Good Ol' Man,The New Lost City Ramblers,1963,132973,4,0.631578947368421,0.3182516448305305,7,0.7073615311321928,1,0.04042105263157894,0.9769076073369553,0.00023201621073961503,0.15514436762911754,0.8968655207280082,108.407,2,Folk,-13.209
East Virginia Blues - Live,The New Lost City Ramblers,1963,167933,4,0.3461538461538462,0.40434615076969993,5,0.7234972451220018,1,0.03484210526315789,0.7520077831403446,0.0024214792299898685,0.6187474583163888,0.7846309403437817,196.234,0,Folk,-12.43
Little Birdie - Live,The New Lost City Ramblers,1963,151506,4,0.5941295546558704,0.5765351626480387,9,0.7840631343469076,1,0.034,0.8624496610940373,7.2644376899696055e-06,0.9318828792191949,0.8958543983822043,122.128,0,Folk,-9.506
Old Joe Clark,The New Lost City Ramblers,1963,151866,4,0.5495951417004049,0.3532901065499599,4,0.6181490533990639,1,0.040842105263157895,0.8704817976724877,0.9321175278622088,0.14802765351769012,0.9464105156723964,128.929,0,Folk,-17.516
Big Nuthin',The Roches,1979,280933,4,0.555668016194332,0.6886582401502128,3,0.8529143709350014,1,0.030526315789473683,0.7309234246219123,0.0,0.14396095973973158,0.5763397371081901,87.082,15,Folk,-6.182
Hammond Song,The Roches,1979,345200,4,0.4018218623481782,0.19511647935939283,3,0.7432785119516137,1,0.030105263157894736,0.7218872709711557,0.0012056737588652484,0.08479056527043513,0.12942366026289182,143.728,41,Folk,-11.475
Quitting Time,The Roches,1979,259200,4,0.3006072874493927,0.1680868088901187,11,0.683354737147355,1,0.03252631578947368,0.48694727605148197,0.00041742654508611956,0.08885725904839364,0.435793731041456,136.7,20,Folk,-14.368
The Train,The Roches,1979,210106,4,0.6204453441295547,0.0781881271071255,4,0.6454492729607689,1,0.047368421052631574,0.702810946597336,0.0,0.10532736884912566,0.6936299292214358,119.381,21,Folk,-16.198
Tom Cat,The Rooftop Singers,1963,129000,4,0.6831983805668017,0.5595164812414588,8,0.7710137122498861,1,0.045684210526315785,0.7620479538634076,0.0022998986828774064,0.06069540463603091,0.9342770475227503,142.763,13,Folk,-10.136
Walk Right In,The Rooftop Singers,1963,157266,4,0.6892712550607288,0.6606274707746693,3,0.7650068354115747,1,0.03357894736842105,0.7941765001772091,0.03687943262411348,0.05540870272468484,0.9757330637007078,130.019,43,Folk,-10.426
A World of Our Own,The Seekers,1965,163200,4,0.6062753036437247,0.511463733740527,10,0.7723393678279962,1,0.03094736842105263,0.4839352248345631,2.0567375886524822e-05,0.2984953233021554,0.7876643073811932,88.229,39,Folk,-10.072
A World of Our Own - Stereo; 2009 Remaster,The Seekers,1965,164653,4,0.4423076923076923,0.5835428549919246,10,0.7966154356021377,1,0.03368421052631579,0.159637710479629,0.0,0.12769418462789753,0.8412537917087968,176.212,22,Folk,-8.9
I'll Never Find Another You,The Seekers,1965,162320,4,0.5738866396761133,0.6726406576499023,10,0.8221757322175732,1,0.03536842105263158,0.7530118002126509,0.08480243161094225,0.3605124034160228,0.7987866531850355,126.509,50,Folk,-7.666
The Carnival Is Over,The Seekers,1965,192853,3,0.4271255060728745,0.3983395573320835,2,0.7678031401466507,1,0.027999999999999997,0.3493969371455192,0.0,0.16734444896299308,0.4732052578361982,75.513,41,Folk,-10.291
Colours of My Life - Mono; 1999 Remaster,The Seekers,1966,164600,4,0.37044534412955465,0.38832856826938933,0,0.7816810969799909,1,0.03031578947368421,0.6837346222235164,0.0,0.09617730784871899,0.47724974721941354,116.1,25,Folk,-9.621
Georgy Girl,The Seekers,1966,140440,4,0.521255060728745,0.49644725014648583,4,0.8267326732673268,1,0.034105263157894736,0.26606352014409657,0.0,0.17242781618544123,0.6582406471183013,153.582,52,Folk,-7.446
Beans In My Ears,The Serendipity Singers,1964,131133,4,0.7672064777327935,0.5434988987411482,11,0.7728779154066034,1,0.04421052631578947,0.6646582978496968,0.0,0.19276128507523385,0.8695652173913043,128.401,14,Folk,-10.046
Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,1964,166360,4,0.7945344129554657,0.3402758207684576,2,0.657980860847591,1,0.20210526315789473,0.7550198343572635,0.0,0.09617730784871899,0.6592517694641052,129.007,27,Folk,-15.593
Whale Of A Tale,The Serendipity Singers,1964,140973,4,0.520242914979757,0.45440109608317053,5,0.6951199304030822,1,0.09210526315789473,0.8042166709002722,4.772036474164134e-06,0.0669987799918666,0.9625884732052579,201.978,10,Folk,-13.8
Blowin' in the Wind,The Village Stompers,1963,119240,4,0.5475708502024292,0.528482415147107,9,0.7707651518289904,1,0.05052631578947368,0.8122488074787225,0.3738601823708207,0.6421309475396503,0.9595551061678463,174.069,2,Folk,-10.148
Yesterday,The Village Stompers,1963,142240,4,0.4848178137651822,0.3903307660819282,7,0.8115704875926923,0,0.03031578947368421,0.8805219683955507,0.8571428571428572,0.14802765351769012,0.44792719919110213,90.579,4,Folk,-8.178
"So Long,It's Been Good To Know Yuh",The Weavers,1940,143493,4,0.590080971659919,0.3693076890502705,11,0.6912051037739757,1,0.17157894736842105,0.7871483806710651,0.0,0.9949166327775518,0.8665318503538928,113.367,3,Folk,-13.989
Goodnight Irene,The Weavers,1950,201546,3,0.34716599190283404,0.24817472139167165,5,0.7590620986784872,1,0.02968421052631579,0.8343371830694609,0.0,0.1886945912972753,0.5540950455005056,140.326,14,Folk,-10.713
Rock Island Line,The Weavers,1950,141992,4,0.575910931174089,0.5294835140533763,7,0.7343303367993703,1,0.23789473684210527,0.9698794878308111,7.487335359675784e-05,0.6980479869865799,0.7583417593528817,161.441,4,Folk,-11.907
"Tzena,Tzena,Tzena",The Weavers,1950,165906,4,0.6123481781376519,0.6576241740558612,10,0.812564729276275,1,0.08789473684210526,0.6887547075850479,3.617021276595745e-06,0.33712891419276125,0.9271991911021235,151.679,3,Folk,-8.13
Kisses Sweeter Than Wine,The Weavers,1951,193800,4,0.4797570850202429,0.1941153804531234,7,0.5995898753055222,1,0.0631578947368421,0.7389555612003628,3.080040526849038e-06,0.8159821065473769,0.34782608695652173,143.483,11,Folk,-18.412
On Top Of Old Smoky,The Weavers,1951,163266,3,0.42611336032388664,0.4644120851458647,11,0.7938605576038775,1,0.03863157894736842,0.8724898318171003,0.0,0.21614477429849532,0.6643073811931244,167.947,11,Folk,-9.033
Wimoweh,The Weavers,1951,109893,4,0.4635627530364373,0.3602977988938458,6,0.6415137329632545,1,0.04473684210526316,0.7369475270557502,0.0009199594731509626,0.9938999593330622,0.7664307381193125,115.863,17,Folk,-16.388
Darling Corey,The Weavers,1955,119638,4,0.5242914979757085,0.5835428549919246,1,0.7110485107088115,1,0.04978947368421052,0.9166665829985774,0.0007477203647416414,0.7082147214314762,0.60262891809909,78.184,3,Folk,-13.031
"Wreck Of The ""John B""",The Weavers,1956,140866,4,0.5334008097165992,0.2661945017045211,4,0.5626165126972948,1,0.17368421052631577,0.7550198343572635,0.0,0.6777145180967874,0.6612740141557129,140.23,9,Folk,-20.197
Buzzin' Fly,Tim Buckley,1969,364160,4,0.46153846153846156,0.32325713936187755,5,0.7105928166038361,1,0.03547368421052632,0.7138551343927053,0.03242147922998987,0.19479463196421307,0.42264914054600605,120.937,39,Folk,-13.053
