Track,Artist,Year,Duration,Time_Signature,Key,Mode,Camelot_Key,Tempo,Danceability,Energy,Loudness,Loudness_dB,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Popularity,Genre
Groove to Get Down,T-Connection,1978,249720,4,1,0,15,117.394,0.7631578947368421,0.76173846030788,0.7805004349807366,-9.678,0.06505263157894736,0.13554130074427787,0.18034447821681865,0.0810288735258235,0.8685540950455005,18,Disco
Midnight Train,T-Connection,1978,258213,4,5,0,19,112.785,0.8178137651821863,0.7106824160881399,0.772525788143668,-10.063,0.054421052631578946,0.12550113002121488,0.0046301925025329285,0.11956079707198047,0.9089989888776543,6,Disco
Saturday Night,T-Connection,1978,259919,4,1,1,12,115.285,0.7955465587044535,0.8698571421849765,0.8003438419155724,-8.72,0.05094736842105263,0.052408687157316426,0.00011144883485309018,0.05022366815778772,0.9716885743174924,10,Disco
The Best Of My Love - 2004 Digital Remaster,T-Connection,1978,381266,4,4,0,24,168.477,0.5384615384615385,0.5264802173345682,0.7119806122871701,-12.986,0.058,0.2018064275164935,0.000678824721377913,0.04666531110207401,0.5813953488372092,25,Disco
Everything Is Cool,T-Connection,1979,267573,4,0,1,5,102.818,0.7408906882591093,0.9008912082793282,0.9053399063755748,-3.651,0.09189473684210527,0.34136480056706886,0.0038095238095238095,0.06862545750305002,0.7997977755308393,9,Disco
Remember What I Told You To Forget,Tavares,1974,252666,3,2,0,22,132.514,0.5091093117408907,0.5244780195220293,0.8023944653879614,-8.621,0.03063157894736842,0.20983856409494386,0.0,0.2730784871899147,0.3822042467138524,19,Disco
She's Gone,Tavares,1974,222493,4,4,1,9,141.885,0.5728744939271254,0.55751428342892,0.7830896060317329,-9.553,0.032105263157894734,0.598393171077481,2.0567375886524822e-05,0.12464416429442862,0.8270980788675429,30,Disco
It Only Takes A Minute,Tavares,1975,241386,4,5,0,19,122.598,0.6497975708502024,0.664631866399747,0.8134554041178177,-8.087,0.0351578947368421,0.10441677150278264,0.1033434650455927,0.6563643757625052,0.9737108190091001,39,Disco
Don't Take Away The Music,Tavares,1976,373226,4,11,1,10,127.512,0.7307692307692307,0.8588450542160129,0.8150710468536394,-8.009,0.04968421052631578,0.027709867178581503,1.8642350557244175e-05,0.3035786905246035,0.9352881698685542,40,Disco
Heaven Must Be Missing An Angel - Pt. 1,Tavares,1976,394133,4,9,0,23,116.791,0.6194331983805668,0.749725273432647,0.7902150047640748,-9.209,0.03631578947368421,0.007187758220640784,0.0,0.3869459129727532,0.9797775530839231,47,Disco
More Than A Woman,Tavares,1976,207493,4,8,0,16,107.619,0.7054655870445343,0.7166890095257564,0.7298562492232488,-12.123,0.03905263157894737,0.11144489100892672,0.0,0.40117934119560794,0.9383215369059658,54,Disco
The Love I Never Had,Tavares,1978,207986,4,2,1,7,137.138,0.5111336032388664,0.5905505473358105,0.8247649032685695,-7.541,0.028631578947368418,0.34136480056706886,0.00010131712259371835,0.3005286701911346,0.698685540950455,17,Disco
Too Late,Tavares,1978,264200,4,4,0,24,115.479,0.7803643724696356,0.7727505482768435,0.7880193877128299,-9.315,0.03136842105263158,0.3032121518194295,1.540020263424519e-05,0.5801138674257829,0.9322548028311426,13,Disco
"The More I Get,the More I Want",Teddy Pendergrass,1977,264573,4,5,0,19,121.256,0.7236842105263157,0.8117934056213506,0.7843116947678032,-9.494,0.0711578947368421,0.3313246298440059,0.0,0.1297275315168768,0.9211324570273004,34,Disco
The Whole Town's Laughing at Me,Teddy Pendergrass,1977,289518,3,8,1,1,99.251,0.38866396761133604,0.7547307679639941,0.8071999668586106,-8.389,0.04494736842105263,0.017468893041057268,0.0,0.225294835298902,0.525783619817998,9,Disco
When Somebody Loves You Back,Teddy Pendergrass,1977,296880,4,9,0,23,97.746,0.7186234817813765,0.5815406571793857,0.7923070549732798,-9.108,0.06442105263157893,0.39357368832699635,0.0,0.11752745018300123,0.9292214357937311,54,Disco
"You're My Latest,My Greatest Inspiration",Teddy Pendergrass,1977,321093,4,2,1,7,67.911,0.5526315789473685,0.3012329634239505,0.7038195451344298,-13.38,0.04926315789473684,0.6345377856805078,0.0013779128672745697,0.10939406262708418,0.3154701718907988,45,Disco
"Get Up,Get Down,Get Funky,Get Loose",Teddy Pendergrass,1978,323546,4,11,0,13,124.998,0.8279352226720648,0.8658527465598987,0.8109076598036373,-8.21,0.09189473684210527,0.0031315292485233417,0.001155015197568389,0.09516063440422935,0.9534883720930233,30,Disco
I Don't Love You Anymore,Teddy Pendergrass,1978,238386,4,7,1,6,118.965,0.8157894736842106,0.8888780214040953,0.8293218443183231,-7.321,0.06926315789473683,0.17871403485344864,3.100303951367781e-06,0.49776331842212285,0.840242669362993,37,Disco
Only You,Teddy Pendergrass,1978,303826,4,7,0,21,120.866,0.8431174089068826,0.749725273432647,0.7967811425494015,-8.892,0.08463157894736842,0.2991960835302043,0.003363728470111449,0.233428222854819,0.7300303336703741,27,Disco
Come Go with Me,Teddy Pendergrass,1979,347373,4,0,1,5,171.467,0.4402834008097166,0.5565131845226505,0.7736235966692904,-10.01,0.06947368421052631,0.281123776228691,1.0536980749746708e-05,0.5689304595363969,0.7077856420626896,45,Disco
Somebody Told Me,Teddy Pendergrass,1979,311933,4,4,1,9,92.006,0.6204453441295547,0.6456109871806281,0.794999792866316,-8.978,0.041368421052631575,0.39558172247160894,0.00032522796352583587,0.3330622204148028,0.6764408493427705,28,Disco
Love T.K.O.,Teddy Pendergrass,1980,299120,4,8,0,16,145.869,0.7884615384615384,0.5434988987411482,0.7625626579394341,-10.544,0.0971578947368421,0.3684732615193389,0.00044883485309017224,0.04239528263521757,0.8513650151668352,58,Disco
Behind The Groove,Teena Marie,1980,365866,4,10,1,3,115.443,0.7257085020242915,0.8678549443724376,0.8156510211690625,-7.981,0.1463157894736842,0.08212759249758284,4.609929078014185e-05,0.06303375355835704,0.8372093023255814,35,Disco
Cassanova Brown,Teena Marie,1981,358440,4,1,1,12,119.771,0.3512145748987854,0.4343791179577823,0.8324081362111106,-7.172,0.036,0.5833329149928865,0.0,0.09821065473769824,0.08645096056622853,23,Disco
I'm A Sucker For Your Love,Teena Marie,1981,352440,4,5,0,19,115.928,0.6771255060728746,0.8788670323414012,0.7755913666680476,-9.915,0.08305263157894736,0.19477830801034943,1.6717325227963527e-05,0.11447742984953233,0.8918099089989889,29,Disco
It Must Be Magic,Teena Marie,1981,366586,4,11,0,13,119.777,0.8279352226720648,0.8948846148417118,0.8308339202121049,-7.248,0.08978947368421052,0.22590283725184465,0.0,0.13582757218381455,0.9019211324570273,39,Disco
Square Biz,Teena Marie,1981,383706,4,2,1,7,113.621,0.77834008097166,0.9229153842172554,0.8260491321098637,-7.479,0.12526315789473683,0.1485935226842597,0.00019959473150962513,0.4957299715331436,0.731041456016178,52,Disco
Lovergirl,Teena Marie,1984,290893,4,9,0,23,123.301,0.7692307692307693,0.8538395596846658,0.8858071999668586,-4.594,0.06926315789473683,0.1194770275873771,0.002147922998986829,0.08865392435949572,0.8513650151668352,40,Disco
Best of My Love,The Emotions,1977,220560,4,0,1,5,115.443,0.7935222672064778,0.7136857128069481,0.8387671403123577,-6.865,0.03568421052631579,0.4487946273038427,0.14184397163120568,0.07930052867019112,0.980788675429727,70,Disco
Don't Ask My Neighbors,The Emotions,1978,267066,4,1,1,12,140.235,0.5698380566801619,0.511463733740527,0.7832760263474047,-9.544,0.03536842105263158,0.6716864173558409,2.512664640324215e-05,0.08641724278161854,0.6127401415571284,46,Disco
I Don't Wanna Lose Your Love,The Emotions,1978,241933,4,1,1,12,120.022,0.7591093117408907,0.7226956029633729,0.7978168109698,-8.842,0.060421052631578945,0.1485935226842597,0.0029989868287740628,0.6655144367629118,0.9443882709807888,35,Disco
Humpin',The Gap Band,1979,313453,4,7,1,6,108.797,0.798582995951417,0.800781317652387,0.7653796760429181,-10.408,0.07505263157894737,0.18775018850420533,3.789260385005066e-06,0.18361122407482716,0.5935288169868554,37,Disco
"I Don't Believe You Want To Get Up And Dance (Oops,Up Side Your Head)",The Gap Band,1979,211066,4,11,0,13,103.666,0.6538461538461539,0.7867659329646153,0.7674510128837152,-10.308,0.15684210526315787,0.2469871957702769,2.7355623100303953e-06,0.3808458723058154,0.8230535894843276,44,Disco
All Of My Love,The Gap Band,1980,292893,4,1,0,15,108.574,0.7196356275303644,0.7287021964009893,0.7263349765938938,-12.293,0.04705263157894736,0.18875420557651162,0.0016717325227963526,0.07086213908092721,0.8907987866531851,23,Disco
Burn Rubber On Me (Why You Wanna Hurt Me),The Gap Band,1980,252306,4,11,0,13,116.185,0.7732793522267206,0.7337076909323365,0.7580264302580886,-10.763,0.05663157894736842,0.09899507931232863,0.0010536980749746706,0.16124440829605532,0.8968655207280082,53,Disco
Party Lights,The Gap Band,1980,228093,4,0,1,5,117.737,0.8937246963562753,0.3903307660819282,0.7101578358672688,-13.074,0.05231578947368421,0.08212759249758284,0.08044579533941236,0.12769418462789753,0.8250758341759352,24,Disco
Shake,The Gap Band,1980,298066,4,0,1,5,100.286,0.8836032388663968,0.5064582392091799,0.6963834458759683,-13.739,0.047473684210526314,0.07469786616251622,0.1651469098277609,0.06313542090280601,0.7997977755308393,36,Disco
Yearning For Your Love,The Gap Band,1980,340933,4,2,1,7,90.717,0.5931174089068826,0.4373824146765905,0.7674924396205312,-10.306,0.027789473684210524,0.09568182297371786,4.782168186423506e-06,0.11346075640504269,0.46309403437815977,53,Disco
No Hiding Place,The Gap Band,1981,338893,4,10,1,3,139.292,0.5921052631578947,0.47242087639601993,0.7143212229172708,-12.873,0.03231578947368421,0.5030115492083829,0.00021783181357649443,0.09414396095973972,0.8827098078867543,26,Disco
Steppin' Out,The Gap Band,1981,266560,4,9,0,23,144.414,0.8248987854251012,0.8998901093730588,0.8231285471643399,-7.62,0.04052631578947368,0.10240873735817005,0.85612968591692,0.0516470109800732,0.9767441860465116,34,Disco
You Dropped A Bomb On Me,The Gap Band,1982,312906,4,9,1,8,126.461,0.7955465587044535,0.6275912068677788,0.7494510957371888,-11.177,0.03568421052631579,0.007398601805825107,0.0018844984802431613,0.1714111427409516,0.840242669362993,59,Disco
It's Your Thing,The Isley Brothers,1969,169293,4,10,1,3,185.503,0.3805668016194332,0.6706384598373635,0.7888893491859647,-9.273,0.08989473684210526,0.07299103713959554,2.5531914893617025e-06,0.06039040260268402,0.846309403437816,57,Disco
"Take Me to the Next Phase,Pts. 1 & 2",The Isley Brothers,1975,310760,4,5,0,19,105.029,0.7904858299595142,0.9859846153122283,0.8732756120800365,-5.199,0.11263157894736842,0.3162643737594114,0.0,0.3300122000813339,0.6289180990899899,19,Disco
"Groove with You,Pts. 1 & 2",The Isley Brothers,1978,291880,3,9,1,8,164.299,0.6143724696356275,0.4674153818646729,0.7716558266705331,-10.105,0.05789473684210526,0.7289153904772997,0.00801418439716312,0.12057747051647011,0.49747219413549043,45,Disco
"Coolin' Me Out,Pts. 1 & 2",The Isley Brothers,1980,364160,4,6,0,14,180.703,0.638663967611336,0.630594503586587,0.853991466092216,-6.13,0.09263157894736841,0.09477820760864218,1.0840932117527862e-05,0.25376169174461166,0.9322548028311426,24,Disco
Enjoy Yourself,The Jacksons,1976,204413,4,9,0,23,203.669,0.6082995951417004,0.6436087893680894,0.796366875181242,-8.912,0.23578947368421052,0.17168591534730457,0.0,0.5323302155347703,0.8311425682507583,44,Disco
Blame It on the Boogie,The Jacksons,1978,214200,4,1,1,12,113.256,0.7834008097165992,0.6416065915555506,0.7698330502506319,-10.193,0.08410526315789472,0.07680630201435946,0.0,0.0755388369255795,0.884732052578362,71,Disco
Dancing Machine / Blame It on the Boogie - Immortal Version,The Jacksons,1978,244760,4,1,0,15,119.98,0.6993927125506072,0.9209131864047165,0.8583205600894818,-5.921,0.1231578947368421,0.0027500027610469486,1.3069908814589666e-05,0.15921106140707605,0.4438827098078868,28,Disco
"Shake Your Body (Down to the Ground) - 7"" Version",The Jacksons,1978,227261,4,0,1,5,117.401,0.805668016194332,0.720693405150834,0.8317660217904637,-7.203,0.08031578947368422,0.0530110974007002,0.0,0.3300122000813339,0.8604651162790697,49,Disco
Push Me Away,The Jacksons,1979,258079,4,0,1,5,141.242,0.5344129554655871,0.3983395573320835,0.6969427068229836,-13.712,0.029473684210526315,0.39658573954391524,0.0,0.1714111427409516,0.5308392315470173,30,Disco
Can You Feel It,The Jacksons,1980,359906,4,11,1,10,125.466,0.9048582995951417,0.6075692287423905,0.8095820042255272,-8.274,0.04368421052631579,0.08363361810604228,0.00025227963525835867,0.3025620170801139,0.9211324570273004,55,Disco
Lovely One,The Jacksons,1980,291573,4,1,1,12,121.456,0.805668016194332,0.9078989006232141,0.8133311239073698,-8.093,0.05347368421052631,0.052007080328393906,0.09128672745694023,0.6726311508743392,0.6996966632962588,37,Disco
This Place Hotel (a.k.a. Heartbreak Hotel),The Jacksons,1980,343786,4,4,0,24,97.016,0.7459514170040485,0.783762636245807,0.8263184058991674,-7.466,0.08210526315789474,0.3684732615193389,0.00018946301925025329,0.09617730784871899,0.6946410515672398,50,Disco
State of Shock,The Jacksons,1984,271000,4,8,0,16,121.562,0.9919028340080972,0.84683186734078,0.8215543311653342,-7.696,0.1463157894736842,0.2841358274456099,0.15096251266464034,0.04026026840178935,0.9009100101112235,42,Disco
Love's Theme,The Love Unlimited Orchestra,1973,246266,4,4,0,24,97.136,0.5020242914979757,0.5635208768665363,0.7297319690128009,-12.129,0.03547368421052632,0.0008373502383034521,0.8145896656534956,0.36661244408296056,0.731041456016178,58,Disco
Let Me Make Love To You,The O'Jays,1975,216600,3,10,1,3,176.33,0.3370445344129555,0.6345988992116647,0.8255520112680724,-7.503,0.059789473684210524,0.591365051571337,0.001043566362715299,0.15311102074013827,0.5500505561172903,34,Disco
Put Your Hands Together,The O'Jays,1975,247066,4,7,1,6,141.258,0.5860323886639676,0.773751647183113,0.8318488752640955,-7.199,0.11473684210526315,0.5080316345699143,2.1073961499493417e-05,0.178527856852379,0.7451971688574318,29,Disco
Livin' for the Weekend,The O'Jays,1976,396000,4,9,0,23,126.345,0.5192307692307693,0.7246978007759117,0.8041551017026389,-8.536,0.08778947368421053,0.11244890808123303,0.0,0.5760471736478243,0.698685540950455,32,Disco
Message In Our Music,The O'Jays,1976,380160,4,5,1,4,128.317,0.6761133603238867,0.7747527460893824,0.8359501222088737,-7.001,0.04926315789473684,0.149597539756566,4.397163120567376e-05,0.2456283041886946,0.7795753286147624,28,Disco
Time to Get Down,The O'Jays,1976,172240,3,5,0,19,118.481,0.7085020242914979,0.5424977998348788,0.7504039106839555,-11.131,0.049368421052631575,0.27509967379485323,0.0,0.17751118340788938,0.9150657229524773,36,Disco
Unity,The O'Jays,1978,299360,4,0,1,5,121.771,0.5344129554655871,0.8027835154649259,0.8171630970628444,-7.908,0.1463157894736842,0.2038144616611061,0.0,0.0653721024806832,0.621840242669363,16,Disco
Yes We Can Can,The Pointer Sisters,1973,361600,4,5,1,4,88.87,0.7914979757085021,0.5064582392091799,0.7058494552384109,-13.282,0.2810526315789474,0.02680625181350584,0.002715298885511652,0.0787921919479463,0.7927199191102124,31,Disco
Fire,The Pointer Sisters,1979,210640,4,1,1,12,118.294,0.6578947368421053,0.6155780199925458,0.7876672604498944,-9.332,0.036,0.2018064275164935,0.002380952380952381,0.06923546156974379,0.6440849342770476,53,Disco
He's so Shy,The Pointer Sisters,1980,218320,4,0,0,20,115.149,0.881578947368421,0.7367109876511446,0.81741165748374,-7.896,0.07105263157894737,0.22088275189031314,0.000734549138804458,0.0782838552257015,0.9777553083923155,52,Disco
Slow Hand,The Pointer Sisters,1981,231960,4,6,1,11,110.77,0.8360323886639676,0.5585153823351894,0.8201043953767762,-7.766,0.03389473684210526,0.4046178761223656,1.965552178318136e-05,0.05154534363562425,0.36299292214357937,57,Disco
I'm So Excited,The Pointer Sisters,1982,230640,4,5,0,19,184.348,0.5971659919028339,0.868856043278707,0.8601640498777912,-5.832,0.05052631578947368,0.09658543833879352,0.0003262411347517731,0.43676291175274506,0.8068756319514662,76,Disco
Neutron Dance,The Pointer Sisters,1983,253413,4,9,1,8,104.794,0.7611336032388664,0.8398241749968941,0.838477153154646,-6.879,0.052947368421052625,0.023693798889356313,0.0,0.2547783651891013,0.8736097067745198,51,Disco
Automatic,The Pointer Sisters,1984,287013,4,5,1,4,110.544,0.8127530364372471,0.6566230751495917,0.8249927503210572,-7.53,0.058526315789473676,0.09377419053633589,0.0,0.3167954453029687,0.936299292214358,49,Disco
Jump (For My Love),The Pointer Sisters,1984,267226,4,10,0,18,134.533,0.8522267206477733,0.6976681303066375,0.6952027838767141,-13.796,0.06884210526315789,0.16164574462424158,0.00010233029381965553,0.5801138674257829,0.9261880687563195,56,Disco
Should I Do It,The Pointer Sisters,1984,231600,4,11,0,13,130.443,0.674089068825911,0.8037846143711953,0.8849372384937239,-4.636,0.03031578947368421,0.12650514709352118,0.00017831813576494427,0.6065473769825133,0.7583417593528817,25,Disco
Dare Me,The Pointer Sisters,1985,259120,4,4,0,24,109.641,0.7186234817813765,0.9179098896859083,0.8717013960810307,-5.275,0.09568421052631577,0.08021996006020088,1.9756838905775077e-06,0.17039446929646196,0.9544994944388271,38,Disco
Can't Get By Without You,The Real Thing,1976,213559,4,1,0,15,191.918,0.4908906882591093,0.8228054935903141,0.874352707237251,-5.147,0.08199999999999999,0.19076223972112422,0.0,0.11854412362749084,0.6380182002022246,29,Disco
Love Is Such a Wonderful Thing,The Real Thing,1976,212555,4,1,1,12,123.058,0.645748987854251,0.7347087898386058,0.8196279879033929,-7.789,0.037789473684210526,0.19779035922726831,0.0,0.07625050833672224,0.5419615773508595,1,Disco
Whenever You Want My Love,The Real Thing,1976,211632,4,0,1,5,112.79,0.688259109311741,0.8478329662470494,0.8911926757529309,-4.334,0.03231578947368421,0.0428705249704066,0.0,0.29137860919072794,0.6774519716885744,10,Disco
You To Me Are Everything,The Real Thing,1976,213174,4,0,1,5,101.657,0.5597165991902835,0.8258087903091222,0.8913169559633788,-4.328,0.06347368421052631,0.2871478786625288,0.0,0.3066287108580724,0.9069767441860466,43,Disco
Let&apos;s Go Disco,The Real Thing,1978,203160,4,11,0,13,112.823,0.881578947368421,0.5204736238969517,0.7333982352210117,-11.952,0.13473684210526315,0.0823283959120441,0.0038297872340425534,0.06394875965839772,0.6370070778564206,1,Disco
Raining Through My Sunshine,The Real Thing,1978,236303,4,11,1,10,101.886,0.631578947368421,0.8358197793718164,0.8649695513484403,-5.6,0.046315789473684206,0.0971878485821773,0.0,0.09007726718178122,0.36299292214357937,17,Disco
She's A Groovy Freak,The Real Thing,1978,328435,4,5,1,4,121.591,0.7439271255060729,0.8097912078088118,0.8516715688305232,-6.242,0.04189473684210526,0.03363356790518866,0.001357649442755826,0.018808458723058155,0.8503538928210314,1,Disco
Boogie Down (Get Funky Now),The Real Thing,1984,250078,4,11,0,13,114.997,0.6892712550607288,0.9209131864047165,0.8539500393554,-6.132,0.027999999999999997,0.02540062791227702,1.0840932117527862e-05,0.2679951199674665,0.9595551061678463,0,Disco
Istanbul,The Ritchie Family,1977,271800,4,9,0,23,121.242,0.5020242914979757,0.8998901093730588,0.8213679108496624,-7.705,0.20210526315789473,0.019175722063977975,1.9756838905775076e-05,0.09516063440422935,0.6784630940343782,9,Disco
This Love On Me,The Ritchie Family,1977,294173,4,6,1,11,123.278,0.6771255060728746,0.7547307679639941,0.7424085504784789,-11.517,0.04063157894736842,0.09015972907603323,0.008774062816616008,0.04056527043513623,0.9706774519716885,17,Disco
All Right On the Night,The Ritchie Family,1978,304600,4,11,1,10,118.07,0.7186234817813765,0.6816505478063271,0.7785119516135715,-9.774,0.0368421052631579,0.34036078349476256,0.1904761904761905,0.057442049613664094,0.930232558139535,26,Disco
One and Only,The Ritchie Family,1978,270733,4,10,0,18,119.176,0.7530364372469636,0.6826516467125965,0.7359666929036001,-11.828,0.04336842105263158,0.15260959097348492,0.00171225937183384,0.05825538836925579,0.8928210313447927,34,Disco
American Generation,The Ritchie Family,1979,296773,4,4,1,9,126.712,0.5263157894736842,0.8398241749968941,0.8158788682215502,-7.97,0.05284210526315789,0.36546121030241996,0.11347517730496455,0.26087840585603905,0.5712841253791708,27,Disco
Take Your Time (Do It Right),The S.O.S Band,1980,209986,4,0,1,5,118.12,0.9281376518218624,0.48943955780259996,0.868760097767099,-5.417,0.05989473684210526,0.13453728367197157,0.0,0.05490036600244002,0.6097067745197169,30,Disco
I'm Still Missing Your Love,The S.O.S Band,1981,268826,4,8,0,16,105.955,0.72165991902834,0.9289219776548718,0.859604788930776,-5.859,0.0843157894736842,0.03042071327380851,0.0013272543059777103,0.10431069540463603,0.7320525783619818,19,Disco
Just Be Good To Me,The S.O.S Band,1983,549000,4,2,1,7,100.872,0.6153846153846154,0.909901098435753,0.7517709929988815,-11.065,0.0331578947368421,0.02078214937966805,0.1286727456940223,0.06821878812525417,0.8665318503538928,42,Disco
Salsoul Hustle,The Salsoul Orchestra,1975,317010,4,5,0,19,123.81,0.6690283400809717,0.7657428559329577,0.7571150420481378,-10.807,0.05642105263157895,0.05270989227900831,0.673758865248227,0.04737698251321675,0.9342770475227503,15,Disco
Tangerine,The Salsoul Orchestra,1976,280833,4,0,1,5,123.128,0.6093117408906883,0.5985593385859658,0.7175939351257301,-12.715,0.037789473684210526,0.0033724933458768535,0.303951367781155,0.11854412362749084,0.8250758341759352,23,Disco
Magic Bird of Fire,The Salsoul Orchestra,1977,302602,4,7,1,6,127.898,0.7044534412955465,0.7877670318708847,0.8190065868511538,-7.819,0.03442105263157894,0.006605428318703132,0.8500506585612969,0.3605124034160228,0.6046511627906976,23,Disco
Ooh I Love It (Love Break),The Salsoul Orchestra,1977,468300,4,0,1,5,117.835,0.6842105263157895,0.7567329657765329,0.758399270889432,-10.745,0.07389473684210526,0.0006275106701914359,0.5744680851063829,0.2954453029686865,0.7512639029322549,25,Disco
Run Away,The Salsoul Orchestra,1977,284613,4,11,0,13,109.798,0.6730769230769231,0.7747527460893824,0.8258834251625999,-7.487,0.06947368421052631,0.07078219958052168,0.000524822695035461,0.09211061407076046,0.7927199191102124,24,Disco
Get Happy,The Salsoul Orchestra,1978,186792,4,7,1,6,125.861,0.8441295546558704,0.5304846129596458,0.7528480881560959,-11.013,0.037684210526315785,0.0048684787836132375,0.8196555217831815,0.04971533143554291,0.9898887765419616,10,Disco
"Chicago Bus Stop (Ooh,I Love It) ( DJ Spinna ReFreak)",The Salsoul Orchestra,1981,460438,4,7,0,21,117.004,0.8178137651821863,0.4784274698336364,0.7721529475123246,-10.081,0.04242105263157895,0.001585342957171644,0.08206686930091187,0.08743391622610817,0.7280080889787665,20,Disco
How Could I Let You Get Away,The Spinners,1974,229773,4,7,1,6,74.432,0.6123481781376519,0.3252593371744164,0.7175732217573223,-12.716,0.028842105263157895,0.7520077831403446,8.905775075987843e-06,0.20699471329808863,0.6784630940343782,39,Disco
Love Don't Love Nobody,The Spinners,1974,217039,3,5,1,4,141.468,0.4979757085020243,0.29622746889260343,0.6936699946145243,-13.87,0.030842105263157893,0.7248993221880745,0.00032725430597771026,0.11752745018300123,0.25379170879676444,39,Disco
Break Up To Make Up,The Stylistics,1973,239840,3,4,1,9,79.364,0.590080971659919,0.3012329634239505,0.7614441360454037,-10.598,0.02557894736842105,0.8865460708293885,0.0,0.326962179747865,0.34074823053589487,49,Disco
I'm Stone In Love With You,The Stylistics,1973,199760,4,10,1,3,97.381,0.6639676113360324,0.37030878795653993,0.738742284270268,-11.694,0.02526315789473684,0.7469876977788131,3.2117527862208714e-05,0.06913379422529482,0.8766430738119313,46,Disco
You’ll Never Get To Heaven If You Break My Heart,The Stylistics,1973,127053,4,7,1,6,114.4,0.5526315789473685,0.6235868112427011,0.778822652139691,-9.759,0.05821052631578947,0.36546121030241996,5.096251266464033e-06,0.9877999186661244,0.5631951466127402,1,Disco
Let's Put It All Together,The Stylistics,1974,177226,4,0,1,5,132.399,0.5050607287449392,0.4103527442073164,0.7885372219230291,-9.29,0.030210526315789472,0.7018069295250297,0.0,0.07421716144774299,0.5187057633973711,25,Disco
You Make Me Feel Brand New,The Stylistics,1974,288440,4,7,1,6,76.015,0.458502024291498,0.35929669998757635,0.8035129872819918,-8.567,0.026,0.8524094903709744,3.059777102330294e-05,0.1266775111834079,0.17997977755308392,64,Disco
Love Is The Answer,The Stylistics,1975,185013,4,3,0,17,115.117,0.5475708502024292,0.511463733740527,0.7365673805874312,-11.799,0.0343157894736842,0.5692766759805984,0.0,0.3879625864172428,0.7917087967644085,10,Disco
Star On A TV Show,The Stylistics,1976,252680,4,10,1,3,91.527,0.5131578947368421,0.41435713983239403,0.7668296118314761,-10.338,0.02557894736842105,0.5562244540406166,4.326241134751773e-06,0.23647824318828792,0.552072800808898,11,Disco
Betcha by Golly Wow (Live),The Stylistics,1977,253004,4,3,1,2,72.238,0.4352226720647773,0.5605175801477282,0.7817018103483989,-9.62,0.028210526315789474,0.36345317615780737,0.00010840932117527863,0.4906466043106954,0.39534883720930236,51,Disco
Dirty Ol' Man,The Three Degrees,1973,275746,4,9,0,23,118.288,0.6852226720647774,0.720693405150834,0.8324081362111106,-7.172,0.033368421052631575,0.4929713784853198,0.001843971631205674,0.4296461976413176,0.7906976744186047,37,Disco
"Giving Up,Giving In",The Three Degrees,1973,367520,4,0,0,20,131.66,0.5576923076923077,0.8538395596846658,0.8554828286175898,-6.058,0.03494736842105263,0.0029809266876773973,0.031104356636271535,0.6573810492069948,0.621840242669363,9,Disco
When Will I See You Again,The Three Degrees,1974,178746,4,9,1,8,120.753,0.5708502024291497,0.5935538440546188,0.7894693235013879,-9.245,0.03452631578947368,0.7349394929111376,0.0037082066869300913,0.33611224074827173,0.7745197168857432,60,Disco
Year Of Decision,The Three Degrees,1975,161813,4,10,1,3,124.41,0.75,0.7567329657765329,0.8328224035792701,-7.152,0.04421052631578947,0.449798644376149,0.0,0.21919479463196423,0.9282103134479273,34,Disco
Take Good Care of Yourself,The Three Degrees,1976,205133,4,9,1,8,120.709,0.6123481781376519,0.7967769220273094,0.8247441899001616,-7.542,0.04263157894736842,0.42168616635157263,1.2056737588652483e-05,0.4113460756405043,0.6673407482305359,29,Disco
Long Lost Lover,The Three Degrees,1977,177626,4,6,0,14,123.532,0.6437246963562753,0.6976681303066375,0.7318447325904139,-12.027,0.05578947368421052,0.3684732615193389,0.0004245187436676799,0.11752745018300123,0.7057633973710818,14,Disco
Maybe,The Three Degrees,1977,337946,3,8,1,1,135.551,0.49696356275303644,0.24817472139167165,0.709267161025726,-13.117,0.06757894736842104,0.20983856409494386,0.0,0.1032940219601464,0.2800808897876643,22,Disco
Woman in Love,The Three Degrees,1978,253960,4,5,0,19,79.413,0.6062753036437247,0.3743131835816176,0.7274534984879242,-12.239,0.037789473684210526,0.22590283725184465,0.0,0.028873525823505497,0.5874620829120324,35,Disco
The Runner,The Three Degrees,1979,262040,4,4,0,24,132.876,0.7692307692307693,0.6636307674934776,0.7124155930237376,-12.965,0.03557894736842105,0.004838358271444048,0.1529888551165147,0.05764538430256202,0.9049544994944388,33,Disco
Shout,The Trammps,1975,210933,4,5,0,19,127.62,0.7591093117408907,0.8368208782780858,0.8421019926260409,-6.704,0.1051578947368421,0.21987873481800685,0.0,0.13887759251728343,0.8685540950455005,25,Disco
That's Where the Happy People Go,The Trammps,1975,474266,4,5,1,4,123.067,0.7044534412955465,0.7146868117132176,0.6948092298769626,-13.815,0.05284210526315789,0.04939663594039753,0.015400202634245188,0.29137860919072794,0.39939332659251775,23,Disco
The Night the Lights Went Out,The Trammps,1975,427160,4,0,0,20,121.187,0.6518218623481782,0.703674723744254,0.7559136666804755,-10.865,0.061789473684210526,0.17369394949191716,0.0004447821681864235,0.04930866205774705,0.6380182002022246,31,Disco
