Song_ID,Track,Artist,Year,Duration,Time_Signature,Key,Mode,Key_String,Camelot_Key,Tempo,Danceability,Energy,Loudness,Loudness_dB,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Popularity,Genre
1732,The Ballad of Jed Clampett,Flatt & Scruggs,1962,123666,4,9,1,A Maj,23,136.92,0.41414141414141414,0.36363636363636365,0.2222222222222222,-12.058,0.26262626262626265,0.5252525252525253,0.5252525252525253,0.898989898989899,0.9595959595959596,18,Country
1733,If Tomorrow Never Comes - Live,Garth Brooks,1989,236320,4,7,1,G Maj,21,76.472,0.1111111111111111,0.1111111111111111,0.24242424242424243,-11.763,0.13131313131313133,0.7777777777777778,0.2828282828282828,1.0,0.2828282828282828,52,Country
1734,The River - Live,Garth Brooks,1992,272506,4,2,1,D Maj,22,69.698,0.1919191919191919,0.24242424242424243,0.10101010101010101,-14.382,0.98989898989899,0.8080808080808081,0.5757575757575758,0.9191919191919192,0.30303030303030304,44,Country
1735,She's Every Woman - Live,Garth Brooks,1995,243266,4,4,1,E Maj,24,71.179,0.06060606060606061,0.3838383838383838,0.050505050505050504,-16.241,1.0,0.7474747474747475,0.6363636363636364,1.0,0.5959595959595959,42,Country
1736,The Beaches Of Cheyenne - Live,Garth Brooks,1995,307866,4,7,1,G Maj,21,117.063,0.40404040404040403,0.6363636363636364,0.3333333333333333,-10.429,0.9595959595959596,0.7171717171717171,0.494949494949495,0.9494949494949495,0.31313131313131315,44,Country
1737,That Silver-Haired Daddy of Mine,Gene Autry,1931,166400,4,5,1,F Maj,19,165.334,0.2727272727272727,0.04040404040404041,0.18181818181818182,-12.644,0.24242424242424243,0.9797979797979798,0.31313131313131315,0.9090909090909091,0.4444444444444444,14,Country
1738,Tumbling Tumbleweeds,Gene Autry,1935,194560,4,8,0,G#/Ab min,1,85.853,0.4444444444444444,0.04040404040404041,0.10101010101010101,-14.501,0.5050505050505051,0.98989898989899,0.010101010101010102,0.40404040404040403,0.37373737373737376,13,Country
1739,Mexicali Rose,Gene Autry,1936,186973,3,10,1,A#/Bb Maj,18,98.998,0.06060606060606061,0.030303030303030304,0.08080808080808081,-15.068,0.12121212121212122,1.0,0.7777777777777778,0.797979797979798,0.09090909090909091,15,Country
1740,Back In the Saddle Again,Gene Autry,1939,164226,4,0,1,C Maj,20,99.187,0.3939393939393939,0.04040404040404041,0.12121212121212122,-13.915,0.04040404040404041,0.8080808080808081,0.010101010101010102,0.9595959595959596,0.7171717171717171,32,Country
1741,You Are My Sunshine,Gene Autry,1941,144200,3,1,1,C#/Db Maj,15,97.464,0.45454545454545453,0.04040404040404041,0.08080808080808081,-15.108,0.1414141414141414,1.0,0.6262626262626263,0.9090909090909091,0.5151515151515151,20,Country
1742,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1947,150266,4,1,1,C#/Db Maj,15,96.628,0.9494949494949495,0.1717171717171717,0.23232323232323232,-11.99,0.29292929292929293,0.8787878787878788,0.010101010101010102,0.7676767676767676,1.0,48,Country
1743,Ghost Riders In The Sky,Gene Autry,1949,195000,4,0,0,C min,5,120.267,0.43434343434343436,0.030303030303030304,0.1111111111111111,-14.247,0.37373737373737376,0.9090909090909091,0.020202020202020204,0.5353535353535354,0.40404040404040403,13,Country
1744,Rudolph the Red-Nosed Reindeer,Gene Autry,1949,186733,4,8,1,G#/Ab Maj,16,142.157,0.6060606060606061,0.030303030303030304,0.12121212121212122,-14.056,0.5454545454545454,0.9292929292929293,0.020202020202020204,0.7070707070707071,0.5656565656565656,44,Country
1745,Frosty the Snowman (with The Cass County Boys),Gene Autry,1950,173493,4,8,1,G#/Ab Maj,16,172.315,0.7070707070707071,0.0707070707070707,0.2828282828282828,-11.133,0.40404040404040403,0.9090909090909091,0.020202020202020204,0.04040404040404041,0.9797979797979798,33,Country
1746,Love In The Hot Afternoon,Gene Watson,1975,199400,3,4,1,E Maj,24,113.264,0.494949494949495,0.2828282828282828,0.5151515151515151,-8.268,0.050505050505050504,0.8787878787878788,0.020202020202020204,0.6666666666666666,0.1414141414141414,43,Country
1747,Paper Rosie,Gene Watson,1977,236626,4,0,1,C Maj,20,125.89,0.7272727272727273,0.13131313131313133,0.1717171717171717,-12.964,0.1111111111111111,0.8484848484848485,0.8282828282828283,0.31313131313131315,0.24242424242424243,38,Country
1748,Cowboys Don't Get Lucky All The Time,Gene Watson,1978,154213,4,0,1,C Maj,20,101.231,0.6060606060606061,0.31313131313131315,0.31313131313131315,-10.806,0.010101010101010102,0.8787878787878788,0.6767676767676768,0.47474747474747475,0.7272727272727273,34,Country
1749,Farewell Party,Gene Watson,1979,243440,4,11,1,B Maj,13,82.157,0.2828282828282828,0.13131313131313133,0.30303030303030304,-10.925,0.050505050505050504,0.8888888888888888,0.7373737373737373,0.2727272727272727,0.1717171717171717,41,Country
1750,Should I Come Home (Or Should I Go Crazy),Gene Watson,1979,152866,4,8,1,G#/Ab Maj,16,141.9,0.47474747474747475,0.20202020202020202,0.40404040404040403,-9.508,0.06060606060606061,0.8888888888888888,0.5252525252525253,0.494949494949495,0.5454545454545454,39,Country
1751,Nothing Sure Looked Good On You,Gene Watson,1980,221933,4,11,1,B Maj,13,87.214,0.494949494949495,0.1111111111111111,0.23232323232323232,-11.894,0.0,0.8686868686868687,0.7878787878787878,0.6363636363636364,0.36363636363636365,31,Country
1752,Between This Time And The Next Time,Gene Watson,1981,176493,4,5,1,F Maj,19,76.044,0.10101010101010101,0.010101010101010102,0.030303030303030304,-18.303,0.23232323232323232,0.7474747474747475,0.30303030303030304,0.6060606060606061,0.24242424242424243,15,Country
1753,Fourteen Carat Mind,Gene Watson,1981,153893,3,5,1,F Maj,19,193.856,0.31313131313131315,0.7272727272727273,0.8181818181818182,-5.285,0.5757575757575758,0.5151515151515151,0.2828282828282828,0.9292929292929293,0.7777777777777778,47,Country
1754,The Old Man And His Horn,Gene Watson,1981,247453,4,0,1,C Maj,20,118.722,0.7272727272727273,0.1717171717171717,0.40404040404040403,-9.565,0.08080808080808081,0.9292929292929293,0.6262626262626263,0.31313131313131315,0.5353535353535354,31,Country
1755,Texas Saturday Night,Gene Watson,1985,144173,4,3,1,D#/Eb Maj,17,92.609,0.7272727272727273,0.25252525252525254,0.18181818181818182,-12.736,0.09090909090909091,0.5858585858585859,0.020202020202020204,0.26262626262626265,0.8585858585858586,17,Country
1756,White Lightning,George Jones,1959,165453,4,10,1,A#/Bb Maj,18,74.056,0.5050505050505051,0.7272727272727273,0.3939393939393939,-9.689,0.797979797979798,0.8282828282828283,0.020202020202020204,0.46464646464646464,0.9696969696969697,50,Country
1757,She Thinks I Still Care,George Jones,1962,154800,4,11,1,B Maj,13,115.01,0.5151515151515151,0.23232323232323232,0.494949494949495,-8.512,0.1111111111111111,0.5959595959595959,0.020202020202020204,0.5151515151515151,0.5353535353535354,51,Country
1758,The Race Is On,George Jones,1964,127400,4,9,1,A Maj,23,170.419,0.1919191919191919,0.5858585858585859,0.5656565656565656,-7.73,0.6868686868686869,0.5757575757575758,0.020202020202020204,0.5757575757575758,0.9191919191919192,58,Country
1759,Love Bug,George Jones,1965,120986,4,9,1,A Maj,23,94.733,0.6464646464646465,0.48484848484848486,0.5555555555555556,-7.882,0.09090909090909091,0.8585858585858586,0.020202020202020204,0.7474747474747475,0.9393939393939394,30,Country
1760,Walk Through This World With Me,George Jones,1967,138000,4,7,1,G Maj,21,94.433,0.24242424242424243,0.050505050505050504,0.0707070707070707,-15.614,0.050505050505050504,0.7575757575757576,0.4444444444444444,0.45454545454545453,0.30303030303030304,42,Country
1761,Say It's Not You,George Jones,1968,179333,3,7,1,G Maj,21,78.661,0.45454545454545453,0.08080808080808081,0.1111111111111111,-14.326,0.050505050505050504,0.696969696969697,0.30303030303030304,0.2727272727272727,0.2828282828282828,20,Country
1762,The Grand Tour,George Jones,1974,187373,4,10,1,A#/Bb Maj,18,88.718,0.24242424242424243,0.10101010101010101,0.26262626262626265,-11.498,0.010101010101010102,0.9696969696969697,0.7777777777777778,0.7676767676767676,0.3333333333333333,47,Country
1763,Golden Ring,George Jones,1976,182466,4,11,1,B Maj,13,83.194,0.3939393939393939,0.3333333333333333,0.21212121212121213,-12.32,0.5151515151515151,0.7373737373737373,0.020202020202020204,0.6262626262626263,0.5858585858585859,40,Country
1764,He Stopped Loving Her Today,George Jones,1980,195333,4,8,1,G#/Ab Maj,16,72.103,0.20202020202020202,0.04040404040404041,0.020202020202020204,-18.597,0.1717171717171717,0.7676767676767676,0.5151515151515151,0.7070707070707071,0.24242424242424243,51,Country
1765,Who's Gonna Fill Their Shoes,George Jones,1985,195133,4,4,1,E Maj,24,138.327,0.21212121212121213,0.09090909090909091,0.1414141414141414,-13.435,0.1111111111111111,0.8080808080808081,0.020202020202020204,0.5151515151515151,0.1919191919191919,47,Country
1766,Candy Kisses - 78 rpm Version,George Morgan,1949,172733,4,0,1,C Maj,20,144.128,0.5656565656565656,0.020202020202020204,0.08080808080808081,-15.232,0.1414141414141414,0.98989898989899,0.6868686868686869,0.40404040404040403,0.5555555555555556,23,Country
1767,Please Don't Let Me Love You,George Morgan,1949,156106,4,4,1,E Maj,24,70.712,0.6161616161616161,0.010101010101010102,0.06060606060606061,-15.789,0.15151515151515152,0.98989898989899,0.5656565656565656,0.5757575757575758,0.3838383838383838,4,Country
1768,Room Full of Roses,George Morgan,1949,153373,4,10,1,A#/Bb Maj,18,89.926,0.4444444444444444,0.08080808080808081,0.0707070707070707,-15.502,0.1414141414141414,0.9090909090909091,0.5151515151515151,0.16161616161616163,0.31313131313131315,24,Country
1769,I Love Everything About You,George Morgan,1950,173000,4,4,1,E Maj,24,126.468,0.8181818181818182,0.020202020202020204,0.09090909090909091,-14.956,0.36363636363636365,0.98989898989899,0.8787878787878788,0.36363636363636365,0.494949494949495,0,Country
1770,Amarillo By Morning,George Strait,1982,173466,4,9,1,A Maj,23,121.059,0.5555555555555556,0.16161616161616163,0.06060606060606061,-16.031,0.25252525252525254,0.5858585858585859,0.45454545454545453,0.8888888888888888,0.5454545454545454,72,Country
1771,The Chair,George Strait,1985,170906,4,9,1,A Maj,23,89.881,0.6363636363636364,0.10101010101010101,0.030303030303030304,-17.665,0.020202020202020204,0.6868686868686869,0.3838383838383838,0.8383838383838383,0.37373737373737376,61,Country
1772,All My Ex's Live In Texas,George Strait,1987,200840,4,9,1,A Maj,23,130.565,0.8686868686868687,0.1414141414141414,0.06060606060606061,-16.024,0.1111111111111111,0.5656565656565656,0.3838383838383838,0.43434343434343436,0.6363636363636364,65,Country
1773,Ocean Front Property,George Strait,1987,188533,4,2,1,D Maj,22,78.298,0.6666666666666666,0.13131313131313133,0.06060606060606061,-15.756,0.06060606060606061,0.43434343434343436,0.020202020202020204,0.7474747474747475,0.7575757575757576,65,Country
1774,I Cross My Heart,George Strait,1992,209853,4,3,1,D#/Eb Maj,17,130.884,0.3838383838383838,0.3434343434343434,0.6868686868686869,-6.584,0.0,0.6060606060606061,0.42424242424242425,0.32323232323232326,0.15151515151515152,51,Country
1775,Check Yes Or No,George Strait,1995,200666,4,5,1,F Maj,19,111.48,0.7777777777777778,0.3434343434343434,0.18181818181818182,-12.644,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.010101010101010102,0.6363636363636364,72,Country
1776,Blue Clear Sky,George Strait,1996,174866,4,4,1,E Maj,24,124.063,0.6262626262626263,0.7474747474747475,0.6767676767676768,-6.647,0.08080808080808081,0.5353535353535354,0.46464646464646464,0.797979797979798,0.6565656565656566,66,Country
1777,Carrying Your Love With Me,George Strait,1997,232426,4,10,1,A#/Bb Maj,18,138.231,0.6060606060606061,0.29292929292929293,0.32323232323232326,-10.608,0.030303030303030304,0.5454545454545454,0.020202020202020204,0.0707070707070707,0.2222222222222222,70,Country
1778,I Just Want To Dance With You,George Strait,1998,210866,4,0,1,C Maj,20,113.991,0.7878787878787878,0.2828282828282828,0.48484848484848486,-8.674,0.050505050505050504,0.696969696969697,0.5050505050505051,0.3333333333333333,0.3939393939393939,60,Country
1779,Write This Down,George Strait,1999,219600,4,3,1,D#/Eb Maj,17,123.867,0.8181818181818182,0.5656565656565656,0.5959595959595959,-7.468,0.020202020202020204,0.45454545454545453,0.3838383838383838,0.797979797979798,0.6060606060606061,69,Country
1780,Give It Away,George Strait,2006,209320,4,5,1,F Maj,19,148.1,0.7070707070707071,0.5050505050505051,0.7575757575757576,-5.876,0.030303030303030304,0.7171717171717171,0.5050505050505051,0.7575757575757576,0.5353535353535354,65,Country
1781,Troubadour,George Strait,2008,176226,4,11,1,B Maj,13,136.092,0.46464646464646464,0.46464646464646464,0.7070707070707071,-6.395,0.010101010101010102,0.6464646464646465,0.5959595959595959,0.7676767676767676,0.2222222222222222,65,Country
1782,By The Time I Get To Phoenix,Glen Campbell,1967,164200,4,5,1,F Maj,19,176.648,0.010101010101010102,0.1414141414141414,0.1717171717171717,-12.997,0.1111111111111111,0.37373737373737376,0.30303030303030304,0.5151515151515151,0.1111111111111111,50,Country
1783,Gentle On My Mind,Glen Campbell,1967,178626,4,3,1,D#/Eb Maj,17,108.987,0.5353535353535354,0.2222222222222222,0.13131313131313133,-13.799,0.18181818181818182,0.5151515151515151,0.020202020202020204,0.46464646464646464,0.8080808080808081,60,Country
1784,Dreams Of The Everyday Housewife,Glen Campbell,1968,155093,3,7,1,G Maj,21,169.325,0.0707070707070707,0.3838383838383838,0.2727272727272727,-11.346,0.37373737373737376,0.5656565656565656,0.020202020202020204,0.5656565656565656,0.494949494949495,36,Country
1785,Wichita Lineman,Glen Campbell,1968,186200,4,5,1,F Maj,19,172.312,0.010101010101010102,0.1919191919191919,0.25252525252525254,-11.667,0.1919191919191919,0.6262626262626263,0.5454545454545454,0.7373737373737373,0.2727272727272727,60,Country
1786,Galveston,Glen Campbell,1969,160866,4,5,1,F Maj,19,118.518,0.23232323232323232,0.3434343434343434,0.3434343434343434,-10.387,0.20202020202020202,0.5454545454545454,0.6868686868686869,0.5353535353535354,0.6767676767676768,45,Country
1787,Try A Little Kindness,Glen Campbell,1969,146293,4,4,1,E Maj,24,176.449,0.0707070707070707,0.5353535353535354,0.7575757575757576,-5.925,0.2222222222222222,0.6161616161616161,0.020202020202020204,0.6060606060606061,0.6868686868686869,44,Country
1788,Everything A Man Could Ever Need,Glen Campbell,1970,152560,4,1,1,C#/Db Maj,15,110.566,0.36363636363636365,0.29292929292929293,0.1414141414141414,-13.508,0.09090909090909091,0.6464646464646465,0.020202020202020204,0.6060606060606061,0.7070707070707071,29,Country
1789,Honey Come Back,Glen Campbell,1970,178000,4,5,1,F Maj,19,101.091,0.06060606060606061,0.15151515151515152,0.16161616161616163,-13.096,0.1717171717171717,0.6363636363636364,0.48484848484848486,0.8080808080808081,0.30303030303030304,34,Country
1790,Rhinestone Cowboy,Glen Campbell,1975,194453,4,0,1,C Maj,20,115.192,0.6363636363636364,0.48484848484848486,0.5454545454545454,-8.006,0.010101010101010102,0.41414141414141414,0.48484848484848486,0.7171717171717171,0.5757575757575758,66,Country
1791,Southern Nights,Glen Campbell,1977,180026,4,11,0,B min,10,95.301,0.7575757575757576,0.7474747474747475,0.46464646464646464,-8.89,0.15151515151515152,0.41414141414141414,0.7777777777777778,0.9494949494949495,0.8383838383838383,71,Country
1792,The Golden Rocket,Hank Snow,1950,165453,4,4,1,E Maj,24,119.675,0.7777777777777778,0.6666666666666666,0.5353535353535354,-8.149,0.47474747474747475,0.7272727272727273,0.494949494949495,0.9090909090909091,0.9797979797979798,29,Country
1793,Down On The Trail Of Achin' Hearts,Hank Snow,1951,132640,3,9,1,A Maj,23,129.804,0.4444444444444444,0.12121212121212122,0.45454545454545453,-8.974,0.050505050505050504,0.9090909090909091,0.020202020202020204,0.20202020202020202,0.25252525252525254,3,Country
1794,The Rhumba Boogie,Hank Snow,1951,167320,4,2,1,D Maj,22,94.483,0.6565656565656566,0.5959595959595959,0.5959595959595959,-7.49,0.20202020202020202,0.5050505050505051,0.5858585858585859,0.7878787878787878,0.9494949494949495,11,Country
1795,"(Now and Then,There's) A Fool Such As I",Hank Snow,1952,148426,4,8,1,G#/Ab Maj,16,113.276,0.41414141414141414,0.21212121212121213,0.41414141414141414,-9.436,0.04040404040404041,0.7878787878787878,0.5555555555555556,0.7272727272727273,0.46464646464646464,30,Country
1796,Lady's Man,Hank Snow,1952,138373,4,11,1,B Maj,13,118.729,0.6363636363636364,0.7575757575757576,0.5353535353535354,-8.098,0.37373737373737376,0.8181818181818182,0.42424242424242425,0.09090909090909091,1.0,9,Country
1797,I Don't Hurt Anymore,Hank Snow,1954,175266,4,11,1,B Maj,13,94.379,0.42424242424242425,0.15151515151515152,0.31313131313131315,-10.805,0.09090909090909091,0.8888888888888888,0.020202020202020204,0.494949494949495,0.6464646464646465,27,Country
1798,I'm Moving on to Glory,Hank Snow,1957,149106,4,9,1,A Maj,23,112.359,0.5959595959595959,0.40404040404040403,0.30303030303030304,-10.936,0.29292929292929293,0.6868686868686869,0.36363636363636365,0.41414141414141414,0.8484848484848485,5,Country
1799,The Prisoner's Song,Hank Snow,1958,178586,4,10,1,A#/Bb Maj,18,121.12,0.4444444444444444,0.2222222222222222,0.1414141414141414,-13.465,0.3333333333333333,0.8080808080808081,0.020202020202020204,0.7777777777777778,0.6464646464646465,17,Country
1800,I've Been Everywhere,Hank Snow,1962,166333,4,1,1,C#/Db Maj,15,119.706,0.25252525252525254,0.35353535353535354,0.1111111111111111,-14.134,0.48484848484848486,0.8383838383838383,0.020202020202020204,0.9090909090909091,0.9595959595959596,34,Country
1801,Hangover Heart,Hank Thompson,1949,184106,4,9,1,A Maj,23,122.789,0.43434343434343436,0.0707070707070707,0.21212121212121213,-12.242,0.13131313131313133,0.8888888888888888,0.020202020202020204,0.47474747474747475,0.32323232323232326,40,Country
1802,The Wild Side Of Life,Hank Thompson,1952,164520,4,2,1,D Maj,22,115.681,0.5353535353535354,0.030303030303030304,0.3434343434343434,-10.307,0.10101010101010101,0.9595959595959596,0.020202020202020204,0.7070707070707071,0.3333333333333333,43,Country
1803,Rub-A-Dub-Dub,Hank Thompson,1953,135520,4,9,1,A Maj,23,95.634,0.9494949494949495,0.1919191919191919,0.5454545454545454,-7.922,0.24242424242424243,0.8181818181818182,0.020202020202020204,0.7474747474747475,0.9494949494949495,27,Country
1804,Wake Up Irene,Hank Thompson,1953,138640,4,9,1,A Maj,23,111.201,0.9191919191919192,0.37373737373737376,0.0707070707070707,-15.508,0.7272727272727273,0.7171717171717171,0.7575757575757576,0.36363636363636365,0.5555555555555556,10,Country
1805,The New Green Light,Hank Thompson,1954,131213,4,0,1,C Maj,20,101.502,0.7070707070707071,0.2828282828282828,0.46464646464646464,-8.881,0.030303030303030304,0.8787878787878788,0.31313131313131315,0.7777777777777778,0.9797979797979798,12,Country
1806,The Blackboard Of My Heart,Hank Thompson,1955,136733,5,2,1,D Maj,22,76.278,0.5151515151515151,0.06060606060606061,0.050505050505050504,-16.441,0.31313131313131315,0.7171717171717171,0.020202020202020204,0.5959595959595959,0.8383838383838383,28,Country
1807,Squaws Along The Yukon,Hank Thompson,1958,151346,4,0,1,C Maj,20,100.811,0.8282828282828283,0.4444444444444444,0.6363636363636364,-7.046,0.050505050505050504,0.797979797979798,0.020202020202020204,0.898989898989899,0.8181818181818182,28,Country
1808,A Six Pack To Go,Hank Thompson,1960,131800,4,2,1,D Maj,22,165.111,0.6060606060606061,0.5656565656565656,0.4444444444444444,-9.04,0.8080808080808081,0.8080808080808081,0.020202020202020204,0.050505050505050504,0.696969696969697,32,Country
1809,Love Walked out Before She Did,Hank Thompson,1970,141666,4,2,1,D Maj,22,76.116,0.3939393939393939,0.29292929292929293,0.18181818181818182,-12.679,0.35353535353535354,0.8080808080808081,0.020202020202020204,0.2727272727272727,0.5858585858585859,0,Country
1810,Move It On Over,Hank Williams,1947,166160,4,4,1,E Maj,24,167.81,0.5656565656565656,0.2222222222222222,0.3838383838383838,-9.765,0.5151515151515151,0.9595959595959596,0.5151515151515151,0.20202020202020202,0.9292929292929293,46,Country
1811,I Saw The Light,Hank Williams,1948,166000,4,7,1,G Maj,21,204.922,0.10101010101010101,0.09090909090909091,0.26262626262626265,-11.443,0.1919191919191919,0.9696969696969697,0.48484848484848486,0.5555555555555556,0.3838383838383838,48,Country
1812,I'm So Lonesome I Could Cry,Hank Williams,1949,168773,3,4,1,E Maj,24,110.964,0.7171717171717171,0.06060606060606061,0.16161616161616163,-13.084,0.0707070707070707,0.9292929292929293,0.6060606060606061,0.47474747474747475,0.5858585858585859,56,Country
1813,Lovesick Blues,Hank Williams,1949,165266,4,2,0,D min,7,126.324,0.8585858585858586,0.08080808080808081,0.31313131313131315,-10.746,0.43434343434343436,0.9696969696969697,0.46464646464646464,0.5050505050505051,0.6666666666666666,47,Country
1814,Wedding Bells,Hank Williams,1949,176733,4,4,1,E Maj,24,142.626,0.31313131313131315,0.020202020202020204,0.06060606060606061,-15.874,0.15151515151515152,0.9797979797979798,0.020202020202020204,0.5050505050505051,0.47474747474747475,25,Country
1815,"Cold,Cold Heart",Hank Williams,1951,165800,4,2,1,D Maj,22,113.199,0.48484848484848486,0.04040404040404041,0.2222222222222222,-12.052,0.32323232323232326,0.9393939393939394,0.020202020202020204,0.5757575757575758,0.4444444444444444,47,Country
1816,"Hey,Good Lookin'",Hank Williams,1951,176893,4,7,1,G Maj,21,140.962,0.8888888888888888,0.16161616161616163,0.37373737373737376,-9.966,0.3838383838383838,0.8888888888888888,0.020202020202020204,0.1414141414141414,0.8787878787878788,56,Country
1817,Jambalaya (On The Bayou),Hank Williams,1952,174866,4,7,1,G Maj,21,164.084,0.3333333333333333,0.1111111111111111,0.31313131313131315,-10.719,0.25252525252525254,0.8383838383838383,0.020202020202020204,0.1111111111111111,0.8787878787878788,57,Country
1818,Your Cheatin' Heart,Hank Williams,1953,164373,4,0,1,C Maj,20,127.85,0.6767676767676768,0.0707070707070707,0.25252525252525254,-11.631,0.06060606060606061,0.8686868686868687,0.43434343434343436,0.1717171717171717,0.5858585858585859,50,Country
1819,Family Tradition,"Hank Williams,Jr.",1979,242960,4,4,1,E Maj,24,126.342,0.6767676767676768,0.3434343434343434,0.2222222222222222,-12.068,0.6565656565656566,0.24242424242424243,0.020202020202020204,0.5454545454545454,0.7676767676767676,68,Country
1820,The Conversation,"Hank Williams,Jr.",1979,232493,4,11,0,B min,10,90.375,0.7878787878787878,0.2828282828282828,0.030303030303030304,-17.702,0.5757575757575758,0.5353535353535354,0.5656565656565656,0.3939393939393939,0.898989898989899,54,Country
1821,Kaw-Liga,"Hank Williams,Jr.",1980,264600,4,11,0,B min,10,105.169,0.8383838383838383,0.6666666666666666,0.31313131313131315,-10.706,0.5252525252525253,0.6565656565656566,0.7676767676767676,0.1111111111111111,0.6666666666666666,48,Country
1822,A Country Boy Can Survive,"Hank Williams,Jr.",1981,255000,4,7,1,G Maj,21,75.184,0.7373737373737373,0.26262626262626265,0.42424242424242425,-9.353,0.31313131313131315,0.47474747474747475,0.020202020202020204,0.18181818181818182,0.3838383838383838,65,Country
1823,Dixie On My Mind,"Hank Williams,Jr.",1981,156106,4,2,1,D Maj,22,104.791,0.5757575757575758,0.6565656565656566,0.7777777777777778,-5.667,0.0,0.37373737373737376,0.37373737373737376,0.6767676767676768,0.7878787878787878,51,Country
1824,Texas Women,"Hank Williams,Jr.",1981,149306,4,9,1,A Maj,23,70.303,0.5656565656565656,0.3838383838383838,0.494949494949495,-8.495,0.020202020202020204,0.7575757575757576,0.020202020202020204,0.6262626262626263,0.7575757575757576,42,Country
1825,Honky Tonk Women,"Hank Williams,Jr.",1982,184666,4,9,1,A Maj,23,120.693,0.6161616161616161,0.8585858585858586,0.48484848484848486,-8.676,0.24242424242424243,0.45454545454545453,0.41414141414141414,0.010101010101010102,0.9494949494949495,22,Country
1826,All My Rowdy Friends Are Coming Over Tonight,"Hank Williams,Jr.",1984,178840,4,2,1,D Maj,22,146.831,0.5555555555555556,0.8787878787878788,0.5757575757575758,-7.693,0.45454545454545453,0.45454545454545453,0.020202020202020204,0.5151515151515151,0.8686868686868687,58,Country
1827,Country State Of Mind,"Hank Williams,Jr.",1986,237866,4,2,1,D Maj,22,117.661,0.7777777777777778,0.47474747474747475,0.45454545454545453,-8.992,0.020202020202020204,0.15151515151515152,0.020202020202020204,0.1111111111111111,0.5757575757575758,55,Country
1828,Born To Boogie,"Hank Williams,Jr.",1987,164653,4,9,1,A Maj,23,90.286,0.47474747474747475,0.9292929292929293,0.898989898989899,-4.486,0.29292929292929293,0.3939393939393939,0.40404040404040403,0.5757575757575758,0.8686868686868687,45,Country
1829,A Dear John Letter,Jean Shepard,1953,157000,4,0,1,C Maj,20,117.289,0.6464646464646465,0.0707070707070707,0.1111111111111111,-14.245,0.13131313131313133,0.7474747474747475,0.4444444444444444,0.1414141414141414,0.5656565656565656,36,Country
1830,"Forgive Me,John",Jean Shepard,1953,146866,4,0,1,C Maj,20,117.523,0.494949494949495,0.10101010101010101,0.37373737373737376,-9.901,0.13131313131313133,0.8585858585858586,0.47474747474747475,0.6060606060606061,0.5555555555555556,23,Country
1831,A Satisfied Mind,Jean Shepard,1955,148893,3,10,1,A#/Bb Maj,18,140.804,0.41414141414141414,0.09090909090909091,0.43434343434343436,-9.246,0.15151515151515152,0.8787878787878788,0.020202020202020204,0.3434343434343434,0.3434343434343434,35,Country
1832,You're Calling Me Sweetheart Again,Jean Shepard,1962,138293,3,9,1,A Maj,23,140.174,0.5353535353535354,0.1414141414141414,0.6767676767676768,-6.718,0.26262626262626265,0.8686868686868687,0.020202020202020204,0.48484848484848486,0.46464646464646464,0,Country
1833,Second Fiddle (To An Old Guitar),Jean Shepard,1964,132893,4,0,1,C Maj,20,118.686,0.8787878787878788,0.3333333333333333,0.42424242424242425,-9.367,0.25252525252525254,0.7272727272727273,0.020202020202020204,0.5959595959595959,0.9393939393939394,35,Country
1834,I'll Take The Dog,Jean Shepard,1966,153906,4,4,1,E Maj,24,116.206,0.7777777777777778,0.41414141414141414,0.5050505050505051,-8.461,0.8080808080808081,0.8888888888888888,0.020202020202020204,0.6868686868686869,0.6666666666666666,25,Country
1835,Slippin' Away,Jean Shepard,1973,149800,4,5,1,F Maj,19,113.365,0.8282828282828283,0.29292929292929293,0.5050505050505051,-8.389,0.050505050505050504,0.8888888888888888,0.32323232323232326,0.6767676767676768,0.7777777777777778,38,Country
1836,Mexican Joe,Jim Reeves,1953,158706,4,9,1,A Maj,23,126.082,0.8383838383838383,0.1414141414141414,0.24242424242424243,-11.873,0.5858585858585859,0.8686868686868687,0.020202020202020204,0.20202020202020202,0.9494949494949495,15,Country
1837,Yonder Comes a Sucker,Jim Reeves,1955,154066,4,2,1,D Maj,22,112.731,0.7474747474747475,0.2727272727272727,0.30303030303030304,-10.882,0.10101010101010101,0.8585858585858586,0.41414141414141414,0.8080808080808081,0.7777777777777778,23,Country
1838,Am I Losing You,Jim Reeves,1957,139733,4,9,1,A Maj,23,87.834,0.37373737373737376,0.020202020202020204,0.010101010101010102,-21.213,0.25252525252525254,0.9494949494949495,0.7070707070707071,0.47474747474747475,0.25252525252525254,40,Country
1839,Four Walls,Jim Reeves,1957,168640,3,9,1,A Maj,23,95.965,0.1414141414141414,0.030303030303030304,0.06060606060606061,-15.955,0.08080808080808081,0.9090909090909091,0.43434343434343436,0.8181818181818182,0.1111111111111111,32,Country
1840,Blue Boy,Jim Reeves,1958,130533,4,0,1,C Maj,20,98.239,0.35353535353535354,0.1717171717171717,0.13131313131313133,-13.846,0.06060606060606061,0.8282828282828283,0.6565656565656566,0.5858585858585859,0.6868686868686869,24,Country
