Song_ID,Track,Artist,Year,Duration,Time_Signature,Key,Mode,Key_String,Camelot_Key,Tempo,Danceability,Energy,Loudness,Loudness_dB,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Popularity,Genre
24,I Stay Away,Alice In Chains,1994,254400,4,6,1,F#/Gb Maj,14,81.37,0.0,0.696969696969697,0.6363636363636364,-7.066,0.3939393939393939,0.31313131313131315,0.6868686868686869,0.18181818181818182,0.15151515151515152,62,Alt. Rock
25,No Excuses,Alice In Chains,1994,255573,4,3,1,D#/Eb Maj,17,117.454,0.37373737373737376,0.7777777777777778,0.7474747474747475,-6.013,0.18181818181818182,0.23232323232323232,0.6060606060606061,0.1111111111111111,0.6767676767676768,64,Alt. Rock
26,Nutshell,Alice In Chains,1994,259200,3,3,0,D#/Eb min,2,136.136,0.13131313131313133,0.3939393939393939,0.36363636363636365,-10.059,0.09090909090909091,0.6565656565656566,0.8888888888888888,0.15151515151515152,0.050505050505050504,72,Alt. Rock
27,Heaven Beside You,Alice In Chains,1996,327893,4,10,0,A#/Bb min,3,111.243,0.43434343434343436,0.6161616161616161,0.6363636363636364,-7.09,0.1717171717171717,0.1414141414141414,0.5353535353535354,0.42424242424242425,0.46464646464646464,61,Alt. Rock
28,Brass Monkey,Beastie Boys,1986,157440,4,6,0,F#/Gb min,11,116.371,1.0,0.42424242424242425,0.5050505050505051,-8.435,0.9797979797979798,0.10101010101010101,0.30303030303030304,0.30303030303030304,0.5858585858585859,66,Alt. Rock
29,Fight For Your Right,Beastie Boys,1986,208653,5,8,1,G#/Ab Maj,16,133.615,0.32323232323232326,0.8080808080808081,0.7171717171717171,-6.296,0.6868686868686869,0.16161616161616163,0.6666666666666666,0.1717171717171717,0.29292929292929293,69,Alt. Rock
30,No Sleep Till Brooklyn,Beastie Boys,1986,246933,4,8,1,G#/Ab Maj,16,97.022,0.7878787878787878,0.5656565656565656,0.5252525252525253,-8.157,0.8686868686868687,0.4444444444444444,0.0,0.050505050505050504,0.696969696969697,70,Alt. Rock
31,Paul Revere,Beastie Boys,1986,220840,4,6,0,F#/Gb min,11,91.753,0.9797979797979798,0.3838383838383838,0.15151515151515152,-13.232,1.0,0.21212121212121213,0.0,0.7171717171717171,0.48484848484848486,57,Alt. Rock
32,Hey Ladies,Beastie Boys,1989,227773,4,1,1,C#/Db Maj,15,101.718,1.0,0.6262626262626263,0.32323232323232326,-10.653,0.9393939393939394,0.6060606060606061,0.0,0.030303030303030304,0.7676767676767676,51,Alt. Rock
33,Shake Your Rump,Beastie Boys,1989,198253,4,1,1,C#/Db Maj,15,103.066,0.98989898989899,0.5858585858585859,0.3333333333333333,-10.425,0.9090909090909091,0.21212121212121213,0.5656565656565656,0.3939393939393939,0.6363636363636364,56,Alt. Rock
34,Sabotage,Beastie Boys,1994,178440,4,6,0,F#/Gb min,11,168.131,0.0707070707070707,0.9292929292929293,0.6060606060606061,-7.332,0.8181818181818182,0.2727272727272727,0.797979797979798,0.2727272727272727,0.4444444444444444,74,Alt. Rock
35,Sure Shot,Beastie Boys,1994,199666,4,1,1,C#/Db Maj,15,97.978,0.7474747474747475,0.7171717171717171,0.5454545454545454,-7.924,0.9090909090909091,0.6666666666666666,0.0,0.8080808080808081,0.45454545454545453,58,Alt. Rock
36,Intergalactic,Beastie Boys,1998,210106,4,2,1,D Maj,22,105.971,0.8181818181818182,0.8484848484848485,0.696969696969697,-6.504,0.9696969696969697,0.18181818181818182,0.48484848484848486,0.08080808080808081,0.23232323232323232,52,Alt. Rock
37,Loser,Beck,1994,235000,4,2,1,D Maj,22,85.387,0.6565656565656566,0.45454545454545453,0.3333333333333333,-10.45,0.8585858585858586,0.2828282828282828,0.5353535353535354,0.9090909090909091,0.7575757575757576,70,Alt. Rock
38,Devils Haircut,Beck,1996,195440,4,7,1,G Maj,21,123.22,0.7272727272727273,0.6868686868686869,0.8787878787878788,-4.734,0.06060606060606061,0.46464646464646464,0.6363636363636364,0.6161616161616161,0.7676767676767676,53,Alt. Rock
39,Jack-Ass,Beck,1996,252280,4,2,1,D Maj,22,106.516,0.7878787878787878,0.3838383838383838,0.6767676767676768,-6.664,0.0707070707070707,0.494949494949495,0.0,0.26262626262626265,0.8080808080808081,35,Alt. Rock
40,The New Pollution,Beck,1996,219986,4,1,1,C#/Db Maj,15,131.788,0.696969696969697,0.6767676767676768,0.696969696969697,-6.529,0.020202020202020204,0.26262626262626265,0.7373737373737373,0.8282828282828283,0.8888888888888888,43,Alt. Rock
