Song_ID,Track,Artist,Year,Duration,Time_Signature,Key,Mode,Camelot_Key,Tempo,Danceability,Energy,Loudness,Loudness_dB,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Popularity,Genre
3673,The Circle Game,Buffy Sainte-Marie,1969,182133,4,2,1,22,147.922,0.5080971659919028,0.5785373604605775,0.7922242014996479,-9.112,0.04221052631578947,0.5552204369683104,0.0,0.11244408296055305,0.7785642062689586,34,Folk
3674,Universal Soldier,Buffy Sainte-Marie,1969,140000,4,8,1,16,97.745,0.5182186234817814,0.20813076514089515,0.6577323004266954,-15.605,0.054947368421052634,0.780120261164921,0.0,0.09109394062627083,0.43073811931243683,38,Folk
3675,Until It's Time For You To Go,Buffy Sainte-Marie,1969,151466,3,8,1,16,125.823,0.4331983805668016,0.054161753356659605,0.5100459836778657,-22.735,0.04547368421052632,0.9518071805292978,3.728470111448835e-05,0.11142740951606343,0.2689585439838221,34,Folk
3676,Rudolph The Red-Nosed Reindeer,Burl Ives,1957,130026,4,0,1,20,152.649,0.6791497975708503,0.2752043918609458,0.7167654003894113,-12.755,0.04052631578947368,0.6736944515004535,0.0,0.18971126474176495,0.8149646107178969,46,Folk
3677,Big Rock Candy Mountain,Burl Ives,1960,159933,4,4,1,24,78.99,0.6376518218623481,0.058866918216125844,0.6031940014085091,-18.238,0.08252631578947368,0.9668674366138923,0.00017831813576494427,0.2649450996339976,0.49747219413549043,34,Folk
3678,Christmas Child,Burl Ives,1960,170000,5,5,1,19,105.47,0.4625506072874494,0.06887790727881997,0.6566344919010729,-15.658,0.03557894736842105,0.9427710268785411,3.383991894630193e-06,0.11549410329402196,0.3771486349848332,25,Folk
3679,Cool Water,Burl Ives,1960,237773,4,0,1,20,97.887,0.5344129554655871,0.12103516029545633,0.6244044906582709,-17.214,0.0351578947368421,0.8383532513586862,0.0003009118541033435,0.08753558357055713,0.358948432760364,12,Folk
3680,"Foggy,Foggy Dew",Burl Ives,1960,153826,3,7,1,21,84.635,0.5495951417004049,0.0679769182631775,0.623575955921952,-17.254,0.07557894736842105,0.9538152146739104,0.0,0.1032940219601464,0.3943377148634985,7,Folk
3681,A Holly Jolly Christmas,Burl Ives,1965,135533,4,0,1,20,140.453,0.6902834008097166,0.37531428248788695,0.7105306764986122,-13.056,0.03189473684210526,0.5813248808482739,0.0,0.06466043106954046,0.897876643073812,53,Folk
3682,The John Birch Society,Chad Mitchell Trio,1962,227893,4,0,1,20,128.422,0.5910931174089068,0.6906604379627517,0.7687766684618254,-10.244,0.56,0.6777105197896787,0.0,0.6807645384302563,0.7280080889787665,14,Folk
3683,The Marvelous Toy,Chad Mitchell Trio,1962,166826,4,3,1,17,165.07,0.5506072874493928,0.32125494154933876,0.6723352251543147,-14.9,0.05778947368421052,0.7660640221526328,0.0,0.07970719804798698,0.7411526794742164,10,Folk
3684,The Sinking Of Reuben James,Chad Mitchell Trio,1962,192160,4,1,1,15,112.809,0.7307692307692307,0.42036373327001053,0.721198061228717,-12.541,0.03610526315789473,0.4819271906899505,2.451874366767984e-06,0.3198454656364376,0.9110212335692619,11,Folk
3685,If We Had No Moon (Christine Lavin),Christine Lavin,1986,480360,4,11,0,10,136.01,0.7135627530364372,0.4584054917082482,0.7851609428725299,-9.453,0.08778947368421053,0.4477906102315364,5.805471124620062e-06,0.07665717771451809,0.45904954499494444,6,Folk
3686,Waiting For The B Train,Christine Lavin,1986,196693,4,11,1,13,98.971,0.6619433198380567,0.2982296667051422,0.7330875346948921,-11.967,0.2094736842105263,0.6626502637050842,0.0,0.3056120374135828,0.7593528816986855,0,Folk
3687,The Midnight Special,Cisco Houston,1962,166973,4,6,1,14,88.73,0.5890688259109311,0.26819669951705993,0.7243879199635446,-12.387,0.06589473684210526,0.9568272658908292,0.0,0.10837738918259454,0.468149646107179,1,Folk
3688,The Sinking Of The Reuben James,Cisco Houston,1962,242146,4,8,1,16,117.047,0.659919028340081,0.477426370927367,0.7727743485645636,-10.051,0.034210526315789476,0.8333331659971547,0.000734549138804458,0.08529890199267995,0.6764408493427705,1,Folk
3689,"Whoopie Ti-Yi-Yo,Get Along Little Dogies",Cisco Houston,1962,123293,1,0,1,20,117.636,0.8046558704453441,0.20012197389073988,0.6301213803388708,-16.938,0.1463157894736842,0.9678714536861985,0.0,0.07787718584790565,0.6511627906976745,10,Folk
3690,Cocaine Blues,Dave Van Ronk,1963,255693,4,1,1,15,120.546,0.6194331983805668,0.09831021512314067,0.5682298355358549,-19.926,0.04263157894736842,0.8955822244801451,0.00023606889564336373,0.1032940219601464,0.3296258847320526,22,Folk
3691,Come Back Baby,Dave Van Ronk,1963,229813,4,9,1,23,108.619,0.5617408906882592,0.04445109396584631,0.5623886656448072,-20.208,0.041368421052631575,0.8905621391186137,0.006970618034447822,0.09821065473769824,0.14964610717896865,16,Folk
3692,Dink's Song,Dave Van Ronk,1963,226853,1,9,1,23,105.436,0.5010121457489879,0.06817713804443137,0.5668213264841129,-19.994,0.02852631578947368,0.8473894050094428,0.009260385005065857,0.07919886132574218,0.08574317492416583,24,Folk
3693,Gambler's Blues,Dave Van Ronk,1963,297200,4,9,1,23,92.097,0.4331983805668016,0.7006714270254458,0.7807489954016322,-9.666,0.1431578947368421,0.9779116244092615,0.3890577507598785,0.8047986986579911,0.6127401415571284,6,Folk
3694,"Green,Green Rocky Road",Dave Van Ronk,1963,222720,4,6,1,14,156.672,0.47064777327935226,0.24216812795405518,0.6063217200381126,-18.087,0.04168421052631579,0.8885541049740011,0.34143870314083086,0.6868645790971939,0.10111223458038424,29,Folk
3695,House Of The Rising Sun,Dave Van Ronk,1963,340266,4,0,0,5,96.914,0.3623481781376518,0.13705274279576693,0.6561995111645056,-15.679,0.035789473684210524,0.9156625659262712,0.0007639311043566363,0.10126067507116714,0.14661274014155712,10,Folk
3696,Mack the Knife,Dave Van Ronk,1963,212826,4,4,1,24,137.217,0.4797570850202429,0.44739340373928466,0.7550644185757488,-10.906,0.03978947368421053,0.9819276926984867,0.12968591691995948,0.6807645384302563,0.3569261880687563,34,Folk
3697,St. James Infirmary,Dave Van Ronk,1963,230400,4,9,1,23,102.335,0.5172064777327935,0.4323769201452435,0.7853473631882016,-9.444,0.04578947368421052,0.8704817976724877,1.8743667679837894e-05,0.6960146400976006,0.39231547017189083,10,Folk
3698,Stack-O-Lee,Dave Van Ronk,1963,248506,4,0,1,20,110.708,0.5941295546558704,0.49144175561513875,0.7691909358299847,-10.224,0.3157894736842105,0.8323291489248483,0.0,0.32086213908092726,0.5419615773508595,2,Folk
3699,Sharon,David Bromberg,1971,370040,4,9,1,23,96.97,0.6558704453441295,0.584543953898194,0.7048552135548283,-13.33,0.08021052631578947,0.3142563396147988,0.0002958459979736576,0.08499389995933306,0.8230535894843276,26,Folk
3700,Tennessee Waltz,David Bromberg,1971,188746,3,9,1,23,136.492,0.47064777327935226,0.2862164798299093,0.6698703343137662,-15.019,0.03673684210526316,0.70983906610348,0.0033130699088145896,0.7783651891012607,0.506572295247725,15,Folk
3701,The New Lee Highway Blues,David Bromberg,1972,339240,4,7,1,21,142.46,0.29858299595141696,0.7347087898386058,0.7551058453125647,-10.904,0.046315789473684206,0.4829312077622568,0.07264437689969605,0.1886945912972753,0.6066734074823054,19,Folk
3702,Black Mountain Rag,Doc Watson,1964,92000,4,3,1,17,123.568,0.42611336032388664,0.6896593390564822,0.5860019056298935,-19.068,0.03494736842105263,0.8192769269848665,0.8905775075987843,0.09414396095973972,0.9625884732052579,36,Folk
3703,Deep River Blues,Doc Watson,1964,192000,4,5,1,19,93.719,0.5222672064777328,0.15707472092115515,0.5829984672107378,-19.213,0.03726315789473684,0.8795179513232444,1.4387031408308005e-05,0.131760878405856,0.7917087967644085,45,Folk
3704,Little Sadie,Doc Watson,1964,121000,4,2,0,7,109.581,0.5789473684210525,0.19111208373431518,0.6054724719333858,-18.128,0.04031578947368421,0.8654617123109563,0.0007315096251266464,0.06506710044733631,0.9757330637007078,37,Folk
3705,Shady Grove,Doc Watson,1964,179333,4,3,0,2,133.075,0.5921052631578947,0.5294835140533763,0.7323418534322051,-12.003,0.03063157894736842,0.6465859905481833,0.013272543059777103,0.06821878812525417,0.948432760364004,41,Folk
3706,Sittin On Top Of The World,Doc Watson,1964,159000,4,3,1,17,89.404,0.5536437246963564,0.1270417537330728,0.5369733626082274,-21.435,0.03926315789473684,0.8955822244801451,1.60081053698075e-05,0.10126067507116714,0.7381193124368048,51,Folk
3707,Tennessee Stud - Vanguard Version,Doc Watson,1964,217826,4,7,1,21,96.479,0.6983805668016194,0.26819669951705993,0.6420937072786777,-16.36,0.03442105263157894,0.8995982927693704,0.00010739614994934145,0.11244408296055305,0.58948432760364,34,Folk
3708,The Last Thing On My Mind,Doc Watson,1964,202907,4,9,1,23,96.154,0.5566801619433199,0.261189007173174,0.6732466133642654,-14.856,0.03305263157894736,0.9377509415170097,0.14083080040526852,0.22122814152094347,0.5995955510616785,22,Folk
3709,Tom Dooley,Doc Watson,1964,195333,4,9,1,23,123.939,0.6346153846153846,0.39433516170700583,0.7159782923899085,-12.793,0.03621052631578947,0.8584335928048121,0.0,0.07930052867019112,0.8968655207280082,29,Folk
3710,Country Blues,Dock Boggs,1964,235386,4,1,1,15,110.48,0.5769230769230769,0.20312527060954813,0.7783876714031236,-9.78,0.03557894736842105,0.9648594024692797,0.0,0.09414396095973972,0.6440849342770476,14,Folk
3711,Down South Blues,Dock Boggs,1964,131360,4,2,0,7,102.747,0.805668016194332,0.358295601081307,0.7308297775384234,-12.076,0.03294736842105263,0.8333331659971547,0.003505572441742655,0.047681984546563645,0.7411526794742164,20,Folk
3712,Oh Death,Dock Boggs,1964,202546,4,6,1,14,92.519,0.5546558704453441,0.2041263695158175,0.7166204068105555,-12.762,0.03557894736842105,0.9799196585538741,0.0,0.4184627897519317,0.5540950455005056,29,Folk
3713,Pretty Polly,Dock Boggs,1964,176733,4,7,1,21,128.676,0.5637651821862348,0.3432791174872658,0.7581714238369444,-10.756,0.034736842105263156,0.881525985467857,0.0,0.03629524196827979,0.9332659251769465,20,Folk
3714,Sugar Baby,Dock Boggs,1964,177666,3,8,0,1,118.139,0.7155870445344129,0.3032351612364893,0.7147354902854303,-12.853,0.03694736842105263,0.9307228220108656,1.2664640324214793e-05,0.11549410329402196,0.8594539939332659,26,Folk
3715,Catch the Wind,Donovan,1965,173813,3,3,1,17,173.377,0.3896761133603239,0.3062384579552975,0.728944861013298,-12.167,0.03126315789473684,0.4538147126653742,7.527862208713273e-06,0.11752745018300123,0.552072800808898,56,Folk
3716,Mellow Yellow,Donovan,1966,227226,4,2,1,22,105.489,0.7186234817813765,0.3192527437367999,0.7243879199635446,-12.387,0.07021052631578946,0.5361441125944907,0.020364741641337388,0.20191134607564049,0.7654196157735086,50,Folk
3717,Season of the Witch,Donovan,1966,293933,4,2,1,22,99.735,0.5222672064777328,0.5134659315530657,0.7580471436264966,-10.762,0.03031578947368421,0.159637710479629,0.009696048632218845,0.04961366409109394,0.7017189079878665,57,Folk
3718,Sunshine Superman,Donovan,1966,195000,4,1,1,15,132.783,0.6366396761133604,0.6776461521812494,0.8310203405277766,-7.239,0.03147368421052631,0.12248907880429599,9.848024316109423e-06,0.08519723464823098,0.6339737108190091,54,Folk
3719,There Is a Mountain - Single Version,Donovan,1967,155000,4,9,1,23,87.181,0.6852226720647774,0.7216945040571034,0.811114793487717,-8.2,0.22736842105263155,0.6997988953804171,0.0,0.14802765351769012,0.9271991911021235,28,Folk
3720,Atlantis,Donovan,1968,302640,4,0,1,20,77.893,0.29453441295546556,0.31324615029918346,0.646029247276192,-16.17,0.036526315789473685,0.17771001778114234,0.0005592705167173252,0.07157381049206994,0.34479271991911026,45,Folk
3721,Hurdy Gurdy Man,Donovan,1968,193466,4,0,1,20,79.451,0.409919028340081,0.46341098623959526,0.646091387381416,-16.167,0.05705263157894736,0.003804220686968561,0.04478216818642351,0.3859292395282636,0.5480283114256825,52,Folk
3722,Jennifer Juniper,Donovan,1968,160160,4,2,1,22,129.367,0.6224696356275303,0.29122197436125635,0.5774679978458097,-19.48,0.033368421052631575,0.25903540063795244,0.0009290780141843972,0.5150467669784465,0.8907987866531851,37,Folk
3723,Lalena - Single Version,Donovan,1968,175106,4,11,0,10,138.345,0.3451417004048583,0.1780977979528128,0.6637598906334148,-15.314,0.03789473684210526,0.9176706000708837,4.701114488348532e-05,0.06567710451403008,0.38422649140546006,21,Folk
3724,Freight train,Elizabeth Cotten,1958,166373,4,10,1,18,103.885,0.4018218623481782,0.20312527060954813,0.5957786155184557,-18.596,0.030736842105263156,0.982931709770793,0.1955420466058764,0.09516063440422935,0.4944388270980789,41,Folk
3725,I don't love nobody,Elizabeth Cotten,1958,74133,4,3,1,17,84.258,0.4342105263157895,0.1440604351396528,0.5051783421019926,-22.97,0.054210526315789466,0.9959839317107749,0.9604863221884499,0.09617730784871899,0.9110212335692619,41,Folk
3726,I'm Going Away,Elizabeth Cotten,1958,205493,4,10,1,18,106.462,0.5334008097165992,0.17109010560892696,0.6803720120966072,-14.512,0.0371578947368421,0.9799196585538741,0.000552178318135765,0.1032940219601464,0.6713852376137514,31,Folk
3727,Oh babe it ain't no lie,Elizabeth Cotten,1958,283800,4,4,0,9,114.175,0.4908906882591093,0.14606263295219163,0.6015369319358714,-18.318,0.035789473684210524,0.9708835049031175,0.05876393110435664,0.09516063440422935,0.3801820020222447,25,Folk
3728,When I'm Gone,Elizabeth Cotten,1958,287746,4,2,1,22,81.158,0.6619433198380567,0.13204724826441988,0.6359004101246946,-16.659,0.04231578947368421,0.9598393171077482,0.07649442755825735,0.1744611630744205,0.7057633973710818,12,Folk
3729,Wilson rag,Elizabeth Cotten,1958,100693,4,5,0,4,97.263,0.402834008097166,0.42536922780135755,0.6129914246654791,-17.765,0.03589473684210526,0.9066264122755144,0.8166160081053699,0.09109394062627083,0.9342770475227503,42,Folk
3730,Boulder to Birmingham - 2003 Remaster,Emmylou Harris,1975,213026,4,10,1,18,126.495,0.4817813765182186,0.3182516448305305,0.7540908902605742,-10.953,0.032,0.7831323123818399,2.0263424518743666e-06,0.0931272875152501,0.31445904954499493,46,Folk
3731,Easy for You to Say,Emmylou Harris,1975,203666,4,0,1,20,79.298,0.5293522267206477,0.1340494460769587,0.6430258088570364,-16.315,0.0291578947368421,0.7891564148156777,0.0,0.09007726718178122,0.339737108190091,6,Folk
3732,Pledging My Love,Emmylou Harris,1975,181226,3,1,1,15,173.483,0.27834008097165996,0.3172505459242611,0.7175110816520983,-12.719,0.03126315789473684,0.25803138356564614,8.186423505572442e-05,0.0931272875152501,0.35995955510616784,35,Folk
3733,Sweet Dreams - 2003 Remaster,Emmylou Harris,1975,240146,4,10,1,18,78.93,0.4433198380566802,0.28821867764244813,0.7498239363685323,-11.159,0.027578947368421054,0.7931724831049028,0.003373860182370821,0.7082147214314762,0.2416582406471183,21,Folk
3734,Two More Bottles of Wine,Emmylou Harris,1978,185066,4,3,1,17,134.312,0.7722672064777328,0.6556219762433223,0.7650482621483906,-10.424,0.03663157894736842,0.21686668360108796,0.00011550151975683892,0.09109394062627083,0.9625884732052579,29,Folk
3735,Autumn Leaves,Eva Cassidy,1998,289560,4,10,0,3,147.411,0.3714574898785425,0.04445109396584631,0.587120427523924,-19.014,0.0368421052631579,0.9799196585538741,0.02867274569402229,0.733631557543717,0.11931243680485339,46,Folk
3736,Fields Of Gold,Eva Cassidy,1998,282093,4,9,1,23,79.817,0.46659919028340086,0.08589658868539997,0.6769750196777,-14.676,0.03252631578947368,0.9779116244092615,1.1347517730496454e-06,0.06567710451403008,0.3134479271991911,57,Folk
3737,I Know You By Heart,Eva Cassidy,1998,240826,4,8,1,16,84.952,0.33805668016194335,0.19111208373431518,0.7355938522722565,-11.846,0.03494736842105263,0.5632525735467607,9.88855116514691e-06,0.1032940219601464,0.17290192113245706,40,Folk
3738,People Get Ready,Eva Cassidy,1998,214373,4,9,1,23,77.062,0.6002024291497975,0.25418131482928813,0.6954099175607937,-13.786,0.053894736842105266,0.11847301051507081,4.4275582573454916e-05,0.8657991053273688,0.2719919110212336,35,Folk
3739,Songbird,Eva Cassidy,1998,224573,4,7,1,21,153.488,0.38866396761133604,0.22514944654747518,0.7291105679605618,-12.159,0.029578947368421052,0.854417524515587,0.0055420466058763935,0.11956079707198047,0.1557128412537917,56,Folk
3740,Time After Time,Eva Cassidy,1998,240000,3,2,1,22,181.003,0.3856275303643725,0.1530703252960775,0.7086871867103028,-13.145,0.04231578947368421,0.9277107707939467,0.0012867274569402232,0.11142740951606343,0.2204246713852376,56,Folk
3741,Wade In The Water,Eva Cassidy,1998,244093,4,10,0,3,112.668,0.6558704453441295,0.37531428248788695,0.7567836281536103,-10.823,0.034736842105263156,0.7038149636696422,2.4721377912867274e-06,0.08885725904839364,0.6188068756319515,44,Folk
3742,Over The Rainbow - 2023 Remaster,Eva Cassidy,2023,299986,4,8,1,16,93.272,0.29858299595141696,0.2261505454537446,0.7531587886822155,-10.998,0.028842105263157895,0.8604416269494247,0.013779128672745694,0.10227734851565677,0.11526794742163803,43,Folk
3743,The Shoals of Herring,Ewan MacColl,1960,234840,4,9,1,23,126.396,0.5637651821862348,0.10101318217006809,0.6580637143212229,-15.589,0.03589473684210526,0.8885541049740011,1.904761904761905e-06,0.20089467263115085,0.5298281092012134,26,Folk
3744,Dirty Old Town,Ewan MacColl,1964,63160,3,2,0,7,132.776,0.5546558704453441,0.019023181746603248,0.5633000538547579,-20.164,0.08789473684210526,0.9889558122046308,4.093211752786221e-05,0.1002440016266775,0.26188068756319516,33,Folk
3745,Go Down Ye Murderers,Ewan MacColl,1964,207293,4,3,1,17,87.766,0.7388663967611336,0.15707472092115515,0.6631592029495836,-15.343,0.08536842105263158,0.9869477780600182,0.0019959473150962513,0.1073607157381049,0.6501516683518707,14,Folk
3746,The ballad of Ho Chi Min,Ewan MacColl,1964,215373,4,9,0,8,118.449,0.6923076923076924,0.4483945026455541,0.8036994075976636,-8.558,0.056105263157894734,0.94578307809546,0.0,0.6055307035380236,0.7118301314459049,27,Folk
3747,The Manchester Rambler,Ewan MacColl,1964,282693,3,2,1,22,170.218,0.47874493927125505,0.2772065896734846,0.6745929823107835,-14.791,0.06494736842105263,0.5612445394021481,0.0,0.1378609190727938,0.5551061678463095,20,Folk
3748,The Moving on Song,Ewan MacColl,1964,201893,4,7,0,6,128.64,0.6973684210526315,0.20312527060954813,0.6529267989560463,-15.837,0.05136842105263158,0.6767065027173723,1.8541033434650458e-06,0.06923546156974379,0.6188068756319515,10,Folk
3749,Crazy Man Michael,Fairport Convention,1969,280600,4,2,0,7,115.854,0.6072874493927125,0.25518241373555756,0.6388209950702184,-16.518,0.03568421052631579,0.8222889782017854,0.004437689969604864,0.09211061407076046,0.4560161779575329,28,Folk
3750,Fotheringay,Fairport Convention,1969,184760,3,9,0,8,123.555,0.5182186234817814,0.19711867717193166,0.5871825676291479,-19.011,0.037684210526315785,0.9026103439862893,0.3586626139817629,0.10431069540463603,0.7219413549039434,26,Folk
3751,Matty Groves,Fairport Convention,1969,489106,4,2,1,22,90.745,0.41194331983805665,0.5254791184282988,0.6990761837690045,-13.609,0.09242105263157895,0.016464875968750972,0.13677811550151978,0.07564050427002847,0.7472194135490394,39,Folk
3752,Meet On The Ledge,Fairport Convention,1969,169586,4,2,1,22,140.929,0.4311740890688259,0.37030878795653993,0.7667467583578442,-10.342,0.03231578947368421,0.5722887271975173,2.4924012158054715e-06,0.10532736884912566,0.596562184024267,25,Folk
3753,Tam Lin,Fairport Convention,1969,433360,3,2,1,22,125.825,0.5647773279352227,0.4513977993643623,0.7108620903931397,-13.04,0.04768421052631579,0.3202804420486366,0.00011448834853090172,0.09109394062627083,0.7745197168857432,33,Folk
3754,Who Knows Where The Time Goes?,Fairport Convention,1969,305986,4,4,1,24,144.595,0.5161943319838057,0.1941153804531234,0.6526782385351506,-15.849,0.0331578947368421,0.6887547075850479,0.32218844984802436,0.10227734851565677,0.43882709807886755,41,Folk
3755,John Barleycorn,Fairport Convention,1970,288720,4,9,1,23,115.734,0.7277327935222672,0.4243681288950882,0.8316417415800158,-7.209,0.032842105263157895,0.46285086631613087,0.00034346504559270517,0.10126067507116714,0.7391304347826088,3,Folk
3756,The Hiring Fair,Fairport Convention,1970,343906,4,4,0,9,151.919,0.5010121457489879,0.3823219748317729,0.7314718919590704,-12.045,0.030421052631578946,0.5742967613421299,0.22492401215805474,0.08204554697031313,0.34782608695652173,15,Folk
3757,A Sailor's Life,Fairport Convention,1971,668360,4,2,1,22,86.851,0.3684210526315789,0.4133560409261246,0.7199345457558308,-12.602,0.027578947368421054,0.09497901102310345,0.3758865248226951,0.1073607157381049,0.2517694641051567,21,Folk
3758,Blues on the Ceiling,Fred Neil,1965,144666,4,7,1,21,114.965,0.5728744939271254,0.40234395295716113,0.7613819959401797,-10.601,0.03136842105263158,0.6867466734404353,8.338399189463019e-05,0.11752745018300123,0.5106167846309404,20,Folk
3759,Country Boy,Fred Neil,1965,147933,4,7,1,21,109.649,0.6497975708502024,0.6466120860868976,0.8077178010688099,-8.364,0.029789473684210522,0.2630514689271777,0.0004660587639311044,0.11549410329402196,0.8958543983822043,10,Folk
3760,Faretheewell (Fred's Tune),Fred Neil,1965,241440,4,9,1,23,123.325,0.4139676113360324,0.08619691835728079,0.5331621028211608,-21.619,0.04052631578947368,0.7620479538634076,0.4133738601823708,0.10126067507116714,0.04378159757330637,26,Folk
3761,Green Rocky Road,Fred Neil,1965,220866,3,4,0,9,155.502,0.5010121457489879,0.3983395573320835,0.7041509590289573,-13.364,0.03905263157894737,0.4287142858577167,7.315096251266465e-06,0.058153721024806836,0.4570273003033367,22,Folk
3762,Little Bit of Rain,Fred Neil,1965,143160,4,2,1,22,114.553,0.5111336032388664,0.036442302715691016,0.6175690790836406,-17.544,0.068,0.9377509415170097,0.008713272543059777,0.10939406262708418,0.22548028311425683,34,Folk
3763,The Other Side Of This Life,Fred Neil,1965,283706,4,9,1,23,123.815,0.6781376518218624,0.3182516448305305,0.7056423215543313,-13.292,0.03357894736842105,0.4518066785207616,0.0,0.09516063440422935,0.6329625884732053,13,Folk
3764,The Water Is Wide,Fred Neil,1965,258573,4,7,1,21,135.249,0.37449392712550605,0.08079098426342597,0.62502589171051,-17.184,0.04263157894736842,0.9257027366493341,0.0160081053698075,0.1032940219601464,0.1405460060667341,26,Folk
3765,Everybody's Talkin',Fred Neil,1966,164600,4,2,1,22,120.112,0.6791497975708503,0.29923076561141165,0.7072372509217449,-13.215,0.0331578947368421,0.5230918906545088,0.00029179331306990885,0.13989426596177307,0.5803842264914054,22,Folk
3766,The Dolphins,Fred Neil,1966,245133,3,2,1,22,122.92,0.4888663967611336,0.36530329342519285,0.6815526740958615,-14.455,0.10136842105263157,0.11847301051507081,0.007700101317122594,0.06720211468076454,0.5824064711830131,38,Folk
3767,Annabelle,Gillian Welch,1998,243866,4,9,0,8,149.509,0.5819838056680161,0.2021241717032787,0.7339367827996189,-11.926,0.033368421052631575,0.8995982927693704,0.005349544072948328,0.12871085807238716,0.2871587462082912,37,Folk
3768,Caleb Meyer,Gillian Welch,1998,185066,4,8,1,16,93.367,0.6933198380566802,0.5475032943662258,0.83711007083972,-6.945,0.03157894736842105,0.6957828270911919,0.04275582573454914,0.045546970313135426,0.6825075834175937,32,Folk
3769,Dry Town (Demo),Gillian Welch,1998,175083,4,4,1,24,173.347,0.7074898785425101,0.4503967004580929,0.7733750362483948,-10.022,0.04105263157894737,0.3122483054701862,9.300911854103344e-06,0.1063440422936153,0.9140546006066734,34,Folk
3770,Elvis Presley Blues,Gillian Welch,1998,293693,4,2,1,22,154.357,0.52834008097166,0.12003406138918692,0.7344753303782261,-11.9,0.03789473684210526,0.9257027366493341,0.0,0.09922732818218788,0.2396359959555106,32,Folk
3771,Everything Is Free,Gillian Welch,1998,288000,4,0,1,20,101.651,0.6943319838056681,0.14305933623338338,0.6764571854675008,-14.701,0.04421052631578947,0.9437750439508474,7.750759878419454e-05,0.06791378609190728,0.35490394337714865,45,Folk
3772,I Dream A Highway,Gillian Welch,1998,879800,4,11,1,13,88.52,0.451417004048583,0.022627137809173133,0.5992377480425868,-18.429,0.03557894736842105,0.9477911122400726,4.042553191489362e-06,0.09007726718178122,0.16885743174924167,30,Folk
3773,My First Lover,Gillian Welch,1998,227840,4,4,1,24,142.347,0.6609311740890689,0.4533999971769011,0.7713451261444136,-10.12,0.039473684210526314,0.7690760733695516,0.000303951367781155,0.06425376169174461,0.4944388270980789,28,Folk
3774,Revelator,Gillian Welch,1998,382560,4,9,0,8,146.58,0.5688259109311742,0.2822120842048316,0.7785533783503874,-9.772,0.032842105263157895,0.8323291489248483,0.012765957446808512,0.3228954859699065,0.1577350859453994,36,Folk
3775,The Way It Goes,Gillian Welch,1998,241957,4,5,0,4,97.371,0.5799595141700404,0.43137582123897406,0.7931770164464145,-9.066,0.03252631578947368,0.8333331659971547,0.0,0.0931272875152501,0.6491405460060667,40,Folk
3776,Look At Miss Ohio,Gillian Welch,2004,256026,4,0,1,20,122.591,0.7085020242914979,0.11803186357664809,0.7181739094411534,-12.687,0.03757894736842105,0.7289153904772997,0.0005035460992907802,0.09821065473769824,0.3387259858442872,46,Folk
3777,Ribbon Of Darkness,Gordon Lightfoot,1965,161973,4,2,1,22,108.064,0.5708502024291497,0.3432791174872658,0.7199345457558308,-12.602,0.029789473684210522,0.7740961587310832,1.3779128672745693e-06,0.1297275315168768,0.7421638018200203,34,Folk
3778,Early Morning Rain,Gordon Lightfoot,1966,198066,4,5,1,19,105.441,0.4838056680161943,0.2722010951421376,0.6462156675918638,-16.161,0.03157894736842105,0.4989954809191576,1.9351570415400205e-05,0.11346075640504269,0.7229524772497472,52,Folk
3779,Did She Mention My Name,Gordon Lightfoot,1968,153426,4,2,1,22,104.16,0.5698380566801619,0.49644725014648583,0.7104685363933884,-13.059,0.032105263157894734,0.6757024856450661,2.5227963525835867e-05,0.21411142740951605,0.8776541961577351,46,Folk
3780,If You Could Read My Mind,Gordon Lightfoot,1970,228840,4,9,1,23,122.565,0.6194331983805668,0.24016593014151635,0.7153983180744854,-12.821,0.034736842105263156,0.7479917148511194,7.963525835866262e-05,0.10431069540463603,0.22548028311425683,64,Folk
3781,Beautiful,Gordon Lightfoot,1971,202933,4,4,1,24,106.764,0.6002024291497975,0.24316922686032458,0.6061560130908489,-18.095,0.032,0.8594376098771185,0.00024721377912867275,0.15819438796258642,0.4378159757330637,34,Folk
3782,Carefree Highway,Gordon Lightfoot,1974,222133,4,4,1,24,85.031,0.5445344129554657,0.34628241420607403,0.682629769253076,-14.403,0.026526315789473683,0.46787095167766235,1.2563323201621075e-05,0.0818422122814152,0.46410515672396363,53,Folk
3783,Sundown,Gordon Lightfoot,1974,213400,4,11,1,13,105.732,0.8036437246963564,0.4273714256138964,0.660072911056796,-15.492,0.030526315789473683,0.3353406981332311,1.0536980749746708e-05,0.05886539243594958,0.7593528816986855,68,Folk
3784,Rainy Day People,Gordon Lightfoot,1975,168826,4,11,1,13,109.575,0.6801619433198381,0.42536922780135755,0.7299805294336965,-12.117,0.0291578947368421,0.6807225710065975,0.000624113475177305,0.131760878405856,0.538928210313448,48,Folk
3785,Canadian Railroad Trilogy,Gordon Lightfoot,1976,425160,4,5,1,19,103.497,0.3259109311740891,0.3683065901440011,0.6806827126227267,-14.497,0.03221052631578947,0.6546181271266338,0.0001955420466058764,0.11346075640504269,0.32052578361981804,36,Folk
3786,The Wreck of the Edmund Fitzgerald,Gordon Lightfoot,1976,389280,3,4,1,24,186.047,0.3117408906882591,0.3763153813941564,0.6652926798956047,-15.24,0.06589473684210526,0.11646497637045822,2.5531914893617025e-06,0.15616104107360715,0.1597573306370071,61,Folk
